1376602.2690,652572.6750,343.3790
1376602.4990,652572.5990,333.5090
1376601.0180,652572.3270,353.3430
1376599.0840,652574.1300,352.7920
1376599.6780,652574.4170,342.9960
1376599.2820,652573.5940,333.0400
1376556.4750,652664.3810,326.8120
1376558.1810,652662.5410,327.2680
1376550.2990,652651.8980,327.4080
1376548.4880,652654.0750,326.6765
1376541.2090,652643.2430,327.1210
1376542.6780,652642.6930,326.9940
1376248.6000,652721.4090,314.4600
1376251.3033,652720.5762,314.5184
1376255.9266,652731.2885,313.8865
1376253.0230,652732.0090,313.9510
1376257.5870,652742.3280,313.3250
1376260.6307,652741.7185,313.3696
1376119.4990,652756.7160,321.5990
1376118.2563,652754.8672,321.7945
1376110.6950,652768.5250,322.1730
1376111.6710,652769.2190,321.7060
1376104.5540,652782.8640,321.5230
1376102.6990,652781.0600,321.8390
