170456.024,274014.824,433.253,312752.9912,-26.5357,10.5757,0.4707,-9.1114,-1.5716,287.8276,433.253,2000
170168.694,274029.948,441.2539,312762.9814,-29.3188,-7.1620,1.4084,-7.0391,-2.1030,254.7085,441.2539,4000
169905.810,273864.918,450.6311,312772.9716,-21.0737,-25.3524,0.8933,-13.0582,-3.6201,220.5076,450.6311,6000
169801.012,273537.275,447.9103,312782.9618,2.6289,-37.1110,-0.4845,-15.4089,-1.8474,181.1079,447.9103,8000
169965.156,273206.699,445.2855,312792.9520,28.3681,-25.9829,-0.4957,-16.3545,-2.6407,135.8244,445.2855,10000
170306.441,273035.830,441.9911,312802.9422,35.9856,-12.0014,-0.0623,0.8318,-1.4516,106.5343,441.9911,12000
170664.618,272883.769,431.4255,312812.9325,32.7311,-24.1946,-1.5119,16.2628,-3.1969,126.4202,431.4255,14000
170854.970,272549.381,420.2991,312822.9227,1.3563,-38.2840,-1.4808,22.9132,-1.2364,181.3309,420.2991,16000
170701.763,272253.350,419.0368,312832.9129,-27.8265,-16.8228,-0.7703,21.0688,-0.2389,239.5717,419.0368,18000
170401.539,272269.640,404.1123,312842.9031,-25.8058,20.4976,-1.8495,25.3339,-3.4442,306.9257,404.1123,20000
170310.944,272584.054,384.1915,312852.8933,6.4207,33.9889,-0.0806,8.2034,0.2572,11.3462,384.1915,22000
170404.069,272911.942,382.7928,312862.8835,10.3021,31.5095,-0.2601,-0.0164,0.4689,11.5146,382.7928,24000
170489.922,273214.134,378.3436,312872.8737,6.8870,29.5799,-1.9743,-0.9437,-1.4629,6.9511,378.3436,26000
170535.729,273503.166,370.3766,312882.8640,2.7335,27.5706,0.1184,-1.0414,0.7822,359.4341,370.3766,28000
170538.009,273768.315,367.7115,312892.8542,-3.4970,26.6371,-0.9584,-4.8732,-2.4084,347.1898,367.7115,30000
170473.476,274019.094,364.9292,312902.8444,-7.2179,20.9732,1.3896,-2.3056,6.5366,336.6682,364.9292,32000
170392.580,274180.165,373.3277,312912.8346,-7.4519,15.3460,-1.3582,7.9947,0.5988,338.8960,373.3277,34000
170376.769,274365.417,339.0583,312922.8249,0.4709,22.7695,-4.6570,-2.4080,-5.9373,358.9850,339.0583,36000
170321.529,274606.787,317.8648,312932.8151,-10.8289,22.7930,-0.2470,0.4331,-0.8234,335.9324,317.8648,38000
170214.673,274846.873,312.4612,312942.8053,-10.3982,25.0298,-0.5848,0.1548,-0.5346,336.5418,312.4612,40000
170112.125,275091.906,320.4925,312952.7955,-10.3364,24.2391,0.5672,-0.0790,-1.1835,337.4428,320.4925,42000
170037.902,275347.514,320.2196,312962.7857,-4.4971,27.4703,-0.4952,1.3794,-1.6349,352.7614,320.2196,44000
169993.773,275618.216,314.7451,312972.7759,-5.5852,26.0259,1.3280,-0.4538,1.0705,353.8428,314.7451,46000
169987.159,275846.892,334.8499,312982.7661,8.0209,16.3789,1.3311,12.4185,-2.0079,57.9159,334.8499,48000
170102.830,275864.306,336.6874,312992.7563,7.1912,-13.5166,-0.1899,15.4207,-9.0382,176.2324,336.6874,50000
170122.426,275664.178,337.5845,313002.7466,-0.1363,-24.1171,1.5897,1.0475,-2.9817,191.2474,337.5845,52000
170139.945,275394.827,340.7948,313012.7368,7.1699,-28.5948,0.5282,-2.8398,-1.8530,166.0116,340.7948,54000
170240.591,275110.220,350.9832,313022.7270,11.9649,-28.4551,0.8467,0.8076,-1.9953,159.0050,350.9832,56000
170350.350,274812.345,353.595,313032.7172,9.3333,-31.6808,-1.1698,2.5733,-2.5479,167.0955,353.595,58000
170434.324,274496.305,351.9059,313042.7074,8.2691,-31.2184,-0.0239,-0.8406,-1.1070,167.6436,351.9059,60000
