X,Y,ELEV,TIME,NORTH_VEL,EAST_VEL,DOWN_VEL,ROLL,PITCH,HEADING,ELEVATION
170681.781,273835.715,432.0771,312743.0059,-18.7465,23.5508,0.6692,-1.0575,0.0986,320.8094,432.0771
170674.629,273844.475,431.9349,312743.3806,-18.8474,23.3824,0.4817,-1.8209,0.318,320.2573,431.9349
170667.53,273853.177,432.0621,312743.7552,-18.8795,23.1978,0.3335,-2.5605,0.1634,319.1006,432.0621
170660.428,273861.818,432.2313,312744.1298,-18.9315,23.0239,0.3686,-3.6825,-0.2611,317.6803,432.2313
170653.319,273870.403,432.552,312744.5045,-19.1395,22.8242,0.2884,-4.8342,-0.5318,316.9776,432.552
170646.143,273878.898,432.8537,312744.8791,-19.3389,22.5488,0.2126,-6.0152,-0.4245,316.5426,432.8537
170638.842,273887.265,433.0017,312745.2537,-19.604,22.143,0.218,-7.6328,-0.3959,316.0147,433.0017
170631.407,273895.483,433.0606,312745.6284,-19.9765,21.7359,0.1089,-9.2578,-0.5941,315.459,433.0606
170623.822,273903.528,433.0768,312746.003,-20.4379,21.2676,-0.082,-10.2535,-0.941,314.9035,433.0768
170616.056,273911.379,433.0256,312746.3776,-20.9049,20.7243,-0.2243,-10.7659,-1.0817,314.1689,433.0256
170608.106,273919.024,432.9312,312746.7523,-21.3702,20.1717,-0.2497,-11.2175,-1.0047,312.9856,432.9312
170599.967,273926.446,432.8508,312747.1269,-21.93,19.558,-0.1694,-11.282,-0.9458,311.3219,432.8508
170591.649,273933.64,432.808,312747.5015,-22.3741,18.9565,-0.1313,-11.0982,-0.6824,309.7513,432.808
170583.168,273940.608,432.7528,312747.8762,-22.7563,18.3298,-0.1387,-10.6377,-0.673,308.1844,432.7528
170574.539,273947.357,432.6959,312748.2508,-23.1503,17.7686,-0.0739,-10.017,-0.7538,306.6703,432.6959
170565.768,273953.885,432.6931,312748.6254,-23.5391,17.2115,0.0473,-9.0402,-0.6982,304.8505,432.6931
170556.876,273960.204,432.7264,312749.0001,-23.8076,16.6603,0.0773,-8.3001,-0.5931,302.9374,432.7264
170547.897,273966.349,432.758,312749.3747,-24.003,16.2255,0.0411,-8.2757,-0.6333,301.5448,432.758
170538.825,273972.311,432.7601,312749.7493,-24.3214,15.7326,-0.0673,-8.5525,-1.012,300.2953,432.7601
170529.652,273978.089,432.7494,312750.124,-24.5987,15.2026,-0.066,-9.1262,-1.1668,299.4704,432.7494
170520.367,273983.659,432.7357,312750.4986,-24.8601,14.6008,0.0056,-9.5133,-1.1072,298.7813,432.7357
170510.967,273988.999,432.7238,312750.8732,-25.1706,14.0084,0.0075,-9.6273,-0.8595,297.6467,432.7238
170501.458,273994.107,432.7214,312751.2479,-25.48,13.3914,-0.0056,-9.2444,-0.6814,296.4201,432.7214
170491.85,273998.973,432.739,312751.6225,-25.7153,12.7357,0.0961,-8.5881,-0.8699,294.8773,432.739
170482.152,274003.61,432.8182,312751.9971,-25.927,12.1517,0.329,-8.446,-1.035,293.0784,432.8182
170472.368,274008.021,432.9586,312752.3718,-26.194,11.5518,0.4009,-8.3846,-1.1214,290.936,432.9586
170462.507,274012.21,433.1308,312752.7464,-26.384,10.9461,0.4528,-8.7079,-1.2333,289.0325,433.1308
170452.569,274016.171,433.3172,312753.121,-26.5662,10.3241,0.5291,-9.3684,-1.7562,287.3149,433.3172
170442.543,274019.891,433.5019,312753.4957,-26.8286,9.6642,0.5403,-10.0625,-2.3407,285.8721,433.5019
170432.415,274023.354,433.7033,312753.8703,-27.1595,8.9508,0.5631,-10.375,-2.6653,284.7852,433.7033
170422.177,274026.54,433.9386,312754.2449,-27.4258,8.1702,0.6332,-10.4809,-2.5509,283.8491,433.9386
170411.839,274029.438,434.1642,312754.6196,-27.656,7.4492,0.5832,-10.2958,-2.4886,282.8813,434.1642
170401.408,274032.062,434.3672,312754.9942,-27.9444,6.734,0.5035,-9.6484,-2.6575,281.8657,434.3672
170390.888,274034.426,434.5715,312755.3688,-28.1738,6.0415,0.5303,-8.7178,-2.5916,280.8295,434.5715
170380.293,274036.536,434.7973,312755.7435,-28.3133,5.3674,0.6438,-7.9126,-2.369,279.47,434.7973
170369.64,274038.412,435.0371,312756.1181,-28.4492,4.7993,0.7005,-7.2737,-2.1315,277.5202,435.0371
170358.941,274040.072,435.2895,312756.4927,-28.6005,4.226,0.6606,-6.9926,-2.2927,275.3075,435.2895
170348.202,274041.532,435.5451,312756.8674,-28.6851,3.6876,0.6873,-7.0851,-2.7118,273.1813,435.5451
170337.417,274042.797,435.8085,312757.242,-28.8149,3.2327,0.7267,-7.7352,-2.9768,271.5946,435.8085
170326.582,274043.857,436.0802,312757.6166,-28.9745,2.577,0.6966,-8.6559,-3.0248,270.6156,436.0802
170315.701,274044.676,436.3184,312757.9913,-29.0895,1.9023,0.52,-9.2681,-2.9092,270.0215,436.3184
170304.78,274045.226,436.5185,312758.3659,-29.157,1.1629,0.5494,-9.5847,-3.0274,269.5974,436.5185
170293.817,274045.486,436.7186,312758.7405,-29.2787,0.4018,0.5846,-9.1781,-3.1307,268.7455,436.7186
170282.816,274045.458,436.9413,312759.1152,-29.4144,-0.3899,0.6145,-8.9627,-3.2597,267.7984,436.9413
170271.779,274045.15,437.1971,312759.4898,-29.4839,-1.1046,0.7286,-8.5898,-3.2235,266.4527,437.1971
170260.71,274044.579,437.4925,312759.8644,-29.5485,-1.7656,0.8513,-8.6181,-2.8718,265.0933,437.4925
170249.625,274043.749,437.8096,312760.2391,-29.6011,-2.4868,0.8441,-8.828,-2.666,263.9334,437.8096
170238.536,274042.652,438.1406,312760.6137,-29.5871,-3.221,0.9038,-8.5241,-2.4398,262.4647,438.1406
170227.455,274041.286,438.519,312760.9883,-29.5366,-3.8959,1.1255,-8.4742,-2.5335,260.9634,438.519
170216.387,274039.662,438.9584,312761.363,-29.525,-4.5862,1.237,-8.0371,-2.7914,259.5168,438.9584
170205.323,274037.788,439.4495,312761.7376,-29.5634,-5.2128,1.3444,-7.6379,-2.9271,258.3881,439.4495
170194.266,274035.679,439.9873,312762.1122,-29.4916,-5.8605,1.4496,-7.0958,-2.7875,257.3129,439.9873
170183.227,274033.345,440.5382,312762.4869,-29.4314,-6.4131,1.4563,-6.8973,-2.4017,256.2273,440.5382
170172.212,274030.804,441.0823,312762.8615,-29.3823,-6.9829,1.404,-6.9709,-2.1922,255.0432,441.0823
170161.23,274028.057,441.6132,312763.2361,-29.2789,-7.5201,1.3706,-7.3765,-2.0846,253.9239,441.6132
170150.29,274025.092,442.1354,312763.6108,-29.1167,-8.1415,1.423,-8.4568,-2.4164,253.0424,442.1354
170139.396,274021.879,442.6575,312763.9854,-29.0197,-8.8456,1.4141,-9.506,-3.0242,252.1246,442.6575
170128.545,274018.394,443.1709,312764.36,-28.9433,-9.5822,1.3059,-9.7879,-3.3827,251.151,443.1709
170117.739,274014.624,443.6613,312764.7347,-28.7791,-10.3599,1.2882,-9.7385,-3.1974,250.1672,443.6613
170106.988,274010.575,444.1236,312765.1093,-28.6127,-11.0738,1.1765,-9.6674,-2.6651,248.9556,444.1236
170096.309,274006.255,444.5408,312765.4839,-28.4232,-11.824,1.0361,-9.5442,-2.6467,247.3604,444.5408
170085.713,274001.669,444.9179,312765.8586,-28.2039,-12.5139,0.9614,-9.4155,-3.1064,245.4106,444.9179
170075.191,273996.822,445.2849,312766.2332,-27.9932,-13.1886,1.0074,-9.8562,-3.5487,243.5092,445.2849
170064.74,273991.714,445.6635,312766.6078,-27.8287,-13.8743,1.0486,-9.8562,-3.5566,241.7404,445.6635
170054.367,273986.345,446.0396,312766.9825,-27.6105,-14.6109,0.916,-10.0084,-3.4008,240.6336,446.0396
170044.086,273980.713,446.3692,312767.3571,-27.3324,-15.3075,0.8361,-9.9835,-3.474,239.6859,446.3692
170033.898,273974.813,446.6896,312767.7317,-27.0699,-16.0276,0.9013,-10.6705,-3.6078,238.8399,446.6896
170023.825,273968.616,447.0434,312768.1063,-26.7734,-16.8762,1.0085,-11.2304,-4.0394,237.7061,447.0434
170013.873,273962.111,447.4481,312768.481,-26.4295,-17.7071,1.0981,-11.391,-4.3221,236.5229,447.4481
170004.049,273955.299,447.8615,312768.8556,-26.075,-18.4815,1.0721,-11.1438,-4.3857,235.2581,447.8615
169994.34,273948.211,448.1975,312769.2302,-25.7991,-19.1794,0.7625,-10.4258,-3.9931,233.9448,448.1975
169984.749,273940.873,448.4344,312769.6049,-25.4668,-19.8422,0.467,-9.7557,-3.4221,232.6071,448.4344
169975.299,273933.299,448.5756,312769.9795,-25.0663,-20.4161,0.3552,-9.1856,-2.9159,230.8169,448.5756
169965.993,273925.509,448.7078,312770.3541,-24.6792,-20.9773,0.3628,-9.2058,-2.5267,228.9034,448.7078
169956.84,273917.511,448.8456,312770.7288,-24.3085,-21.5448,0.3294,-9.1823,-2.5071,227.0475,448.8456
169947.839,273909.317,448.9974,312771.1034,-23.8349,-22.0874,0.4467,-9.7667,-2.7426,225.5071,448.9974
169939.013,273900.904,449.2146,312771.478,-23.3523,-22.6727,0.7243,-10.6767,-3.1633,224.0248,449.2146
169930.369,273892.256,449.5135,312771.8527,-22.9001,-23.3321,0.8797,-11.4164,-3.3841,223.001,449.5135
169921.919,273883.359,449.8816,312772.2273,-22.3026,-24.0473,1.0172,-12.0482,-3.2861,222.3247,449.8816
169913.693,273874.203,450.2756,312772.6019,-21.6837,-24.6936,1.0611,-12.5859,-3.2854,221.5139,450.2756
169905.705,273864.791,450.6355,312772.9766,-21.0697,-25.3745,0.8776,-13.0949,-3.6403,220.4953,450.6355
169897.951,273855.123,450.9317,312773.3512,-20.4822,-26.0952,0.6975,-12.9661,-4.1098,219.1994,450.9317
169890.433,273845.193,451.1969,312773.7258,-19.7815,-26.793,0.6778,-12.9362,-4.3836,217.7033,451.1969
169883.165,273835.001,451.4511,312774.1005,-19.1291,-27.4448,0.7158,-12.4607,-4.4315,215.4735,451.4511
169876.143,273824.565,451.7095,312774.4751,-18.4797,-28.1059,0.6926,-12.1851,-4.3099,212.9735,451.7095
169869.359,273813.909,451.9711,312774.8497,-17.8561,-28.6589,0.7011,-11.949,-4.2422,210.5187,451.9711
169862.812,273803.049,452.2539,312775.2244,-17.2266,-29.1696,0.7963,-12.0901,-4.1057,208.3884,452.2539
169856.517,273791.989,452.5386,312775.599,-16.5655,-29.71,0.7068,-12.5241,-4.2132,206.4861,452.5386
169850.471,273780.733,452.7847,312775.9736,-15.8668,-30.2805,0.483,-13.3523,-4.6412,205.4128,452.7847
169844.691,273769.277,452.8749,312776.3483,-15.1397,-30.7954,0.0155,-13.8302,-5.3752,204.9392,452.8749
169839.186,273757.6,452.8181,312776.7229,-14.377,-31.405,-0.2656,-14.5632,-5.5788,204.5593,452.8181
169833.986,273745.688,452.6552,312777.0975,-13.5073,-32.0664,-0.579,-15.2959,-5.3812,204.1176,452.6552
169829.129,273733.536,452.4042,312777.4722,-12.5668,-32.7082,-0.7658,-15.6633,-5.4006,203.2626,452.4042
169824.624,273721.151,452.0932,312777.8468,-11.6283,-33.3063,-0.8799,-15.6469,-5.522,202.242,452.0932
169820.465,273708.538,451.7504,312778.2214,-10.7261,-33.9054,-0.9217,-15.2383,-5.457,201.0254,451.7504
169816.652,273695.708,451.3932,312778.5961,-9.8216,-34.4848,-1.0006,-14.7217,-4.999,199.603,451.3932
169813.179,273682.689,451.0121,312778.9707,-8.874,-34.9242,-1.0835,-14.5841,-4.1696,198.2735,451.0121
169810.061,273669.513,450.588,312779.3453,-7.9508,-35.3011,-1.1291,-14.7902,-3.5429,196.4097,450.588
169807.308,273656.197,450.1792,312779.72,-6.9264,-35.6917,-1.0296,-15.6801,-3.012,194.6944,450.1792
169804.952,273642.754,449.8219,312780.0946,-5.8124,-36.0033,-0.9029,-16.4475,-2.6874,193.3575,449.8219
169803.021,273629.197,449.5181,312780.4692,-4.6769,-36.2826,-0.7183,-17.0436,-2.4052,192.2906,449.5181
169801.526,273615.537,449.2419,312780.8439,-3.5104,-36.5487,-0.7311,-17.0987,-2.1058,191.3496,449.2419
169800.467,273601.792,448.9697,312781.2185,-2.3413,-36.7726,-0.7376,-16.578,-1.7025,190.2163,448.9697
169799.842,273587.982,448.7029,312781.5931,-1.1985,-36.8886,-0.6778,-15.9622,-1.3921,188.7614,448.7029
169799.64,273574.129,448.4625,312781.9678,-0.0916,-36.9871,-0.5873,-15.5394,-1.3947,186.8472,448.4625
169799.836,273560.25,448.2387,312782.3424,0.9319,-37.0742,-0.5851,-15.0331,-1.5791,184.6666,448.2387
169800.422,273546.356,448.0321,312782.717,1.9897,-37.0736,-0.5233,-15.1974,-1.7909,182.4982,448.0321
169801.392,273532.457,447.8478,312783.0917,2.9839,-37.0648,-0.4392,-15.5937,-1.8012,180.4613,447.8478
169802.754,273518.563,447.6816,312783.4663,4.0767,-37.0558,-0.43,-16.0137,-1.7592,178.5079,447.6816
169804.519,273504.69,447.5313,312783.8409,5.1747,-37.0005,-0.4147,-16.3307,-1.6165,176.7424,447.5313
169806.702,273490.858,447.388,312784.2156,6.2614,-36.8448,-0.3859,-16.4589,-1.4393,175.0046,447.388
169809.291,273477.079,447.2393,312784.5902,7.3444,-36.6833,-0.3842,-16.4538,-1.3971,173.3965,447.2393
169812.293,273463.367,447.0853,312784.9648,8.4739,-36.5181,-0.4153,-16.4188,-1.4906,171.7038,447.0853
169815.707,273449.737,446.9333,312785.3395,9.5655,-36.2664,-0.4237,-16.441,-1.656,170.0021,446.9333
169819.525,273436.191,446.7784,312785.7141,10.6055,-36.0301,-0.3894,-16.3039,-1.7361,168.1517,446.7784
169823.748,273422.742,446.6221,312786.0887,11.6989,-35.7932,-0.4541,-16.3087,-1.8054,166.2915,446.6221
169828.367,273409.397,446.4575,312786.4634,12.7455,-35.5034,-0.4742,-16.0207,-1.7766,164.3305,446.4575
169833.373,273396.171,446.2854,312786.838,13.7504,-35.1389,-0.4367,-16.0324,-1.6017,162.4518,446.2854
169838.764,273383.081,446.1274,312787.2126,14.7919,-34.7655,-0.3792,-16.182,-1.4795,160.6805,446.1274
169844.539,273370.141,445.9954,312787.5873,15.8366,-34.3716,-0.3337,-16.1277,-1.2432,159.134,445.9954
169850.695,273357.366,445.8913,312787.9619,16.845,-33.87,-0.2422,-15.8782,-1.0478,157.7927,445.8913
169857.222,273344.772,445.809,312788.3365,17.7982,-33.3841,-0.1656,-15.7288,-0.9148,156.2979,445.809
169864.113,273332.366,445.7519,312788.7112,18.7738,-32.9122,-0.1336,-15.8187,-1.0146,154.7658,445.7519
169871.36,273320.151,445.7188,312789.0858,19.7219,-32.3935,-0.1205,-15.512,-1.2518,153.2854,445.7188
169878.951,273308.132,445.6777,312789.4604,20.6071,-31.8536,-0.1499,-15.4324,-1.4569,151.9746,445.6777
169886.873,273296.304,445.6154,312789.8351,21.4817,-31.3647,-0.1734,-15.469,-1.6105,150.4997,445.6154
169895.13,273284.676,445.5618,312790.2097,22.3967,-30.8204,-0.12,-15.5911,-1.6085,148.8731,445.5618
169903.719,273273.263,445.53,312790.5843,23.2906,-30.1774,-0.0377,-15.7475,-1.6079,147.146,445.53
169912.64,273262.085,445.5204,312790.959,24.1171,-29.5593,0.033,-15.6837,-1.6192,144.99,445.5204
169921.872,273251.142,445.5325,312791.3336,24.9655,-28.9527,0.055,-15.6373,-1.7475,142.8372,445.5325
169931.406,273240.438,445.549,312791.7082,25.7495,-28.3205,-0.0211,-15.7862,-1.8106,140.903,445.549
169941.222,273229.969,445.5338,312792.0829,26.4822,-27.6652,-0.0866,-16.3067,-1.9624,139.4651,445.5338
169951.337,273219.758,445.4702,312792.4575,27.3201,-26.9566,-0.2418,-16.626,-2.2758,138.0594,445.4702
169961.758,273209.82,445.3433,312792.8321,28.137,-26.245,-0.4709,-16.463,-2.5573,136.384,445.3433
169972.478,273200.161,445.1448,312793.2068,28.9185,-25.4559,-0.6064,-15.9408,-2.8331,134.359,445.1448
169983.48,273190.778,444.8769,312793.5814,29.6253,-24.7392,-0.7601,-15.2854,-2.8872,132.099,444.8769
169994.741,273181.663,444.5646,312793.956,30.3115,-24.051,-0.8986,-14.7411,-2.6382,129.9401,444.5646
170006.239,273172.815,444.2348,312794.3307,30.9357,-23.3296,-0.8995,-14.1662,-2.1782,128.0063,444.2348
170017.96,273164.248,443.9145,312794.7053,31.4744,-22.5537,-0.8092,-14.0693,-1.7532,126.3895,443.9145
170029.887,273155.971,443.6259,312795.0799,32.0182,-21.768,-0.727,-13.8263,-1.5751,125.0576,443.6259
170042.01,273147.985,443.3464,312795.4546,32.5427,-21.0281,-0.7574,-13.5771,-1.5182,124.1726,443.3464
170054.321,273140.289,443.0782,312795.8292,33.037,-20.203,-0.6458,-13.2249,-1.5811,123.3603,443.0782
170066.824,273132.898,442.8497,312796.2038,33.5207,-19.4171,-0.5266,-12.8284,-1.3863,122.1105,442.8497
170079.498,273125.795,442.6512,312796.5785,33.984,-18.6782,-0.5335,-12.656,-1.1927,121.1408,442.6512
170092.321,273118.971,442.4589,312796.9531,34.3625,-17.9141,-0.5194,-11.6569,-0.9781,120.2028,442.4589
170105.278,273112.427,442.295,312797.3277,34.6668,-17.188,-0.3872,-11.0493,-0.7528,119.0664,442.295
170118.353,273106.153,442.1576,312797.7024,34.9861,-16.5106,-0.3807,-10.2413,-0.8901,117.6247,442.1576
170131.53,273100.124,442.0346,312798.077,35.2543,-15.9018,-0.3383,-9.186,-1.0544,116.0669,442.0346
170144.795,273094.314,441.9317,312798.4516,35.4311,-15.3054,-0.1904,-8.172,-1.2311,114.5149,441.9317
170158.133,273088.7,441.8687,312798.8262,35.5974,-14.8514,-0.1141,-7.3101,-1.0701,113.0748,441.8687
170171.525,273083.256,441.8283,312799.2009,35.7824,-14.3851,-0.1223,-6.8318,-0.799,112.1223,441.8283
170184.965,273077.994,441.8054,312799.5755,35.8705,-13.9047,-0.0413,-6.3485,-0.6205,110.9285,441.8054
170198.442,273072.912,441.8066,312799.9502,35.9441,-13.4363,0.0487,-5.9074,-0.6582,109.7877,441.8066
170211.952,273067.978,441.8349,312800.3248,36.0522,-13.0669,0.1011,-4.5396,-0.7024,109.1977,441.8349
170225.483,273063.173,441.867,312800.6994,36.0904,-12.7814,0.0197,-2.8116,-0.5882,108.6775,441.867
170239.02,273058.465,441.8777,312801.0741,36.0583,-12.554,0.0662,-2.031,-0.7101,108.0021,441.8777
170252.56,273053.837,441.9086,312801.4487,36.0711,-12.3472,0.1464,-1.4496,-0.5882,107.3704,441.9086
170266.097,273049.278,441.9614,312801.8233,36.0745,-12.1906,0.1455,-0.2229,-0.4267,106.7933,441.9614
170279.616,273044.746,442.0034,312802.198,36.0111,-12.1943,0.0403,0.1143,-0.5541,106.4324,442.0034
170293.118,273040.239,442.0081,312802.5726,35.965,-12.0774,-0.0048,0.0484,-1.0298,106.5754,442.0081
170306.622,273035.77,441.9907,312802.9472,36.0003,-11.9948,-0.078,0.8525,-1.4601,106.5149,441.9907
170320.126,273031.314,441.962,312803.3219,36.0144,-11.9762,-0.0952,0.7954,-1.6261,106.5573,441.962
170333.634,273026.864,441.9297,312803.6965,35.9896,-11.963,-0.0683,0.7686,-1.6117,106.8734,441.9297
170347.146,273022.423,441.873,312804.0711,35.9892,-11.9533,-0.2008,1.4775,-1.4829,107.0467,441.873
170360.661,273018.0,441.7503,312804.4457,36.0538,-11.8806,-0.4336,1.2871,-1.8103,106.8978,441.7503
170374.186,273013.586,441.5946,312804.8204,36.086,-11.8635,-0.4141,1.168,-2.3948,106.5238,441.5946
170387.735,273009.154,441.4485,312805.195,36.1234,-11.9833,-0.3594,2.0964,-2.7964,106.8741,441.4485
170401.308,273004.684,441.2971,312805.5697,36.2131,-12.0743,-0.426,2.7508,-2.9609,107.4311,441.2971
170414.904,273000.179,441.1293,312805.9443,36.292,-12.1749,-0.5146,3.1156,-2.9228,107.9106,441.1293
170428.521,272995.641,440.9289,312806.3189,36.3062,-12.2457,-0.5696,3.9611,-3.0885,107.8927,440.9289
170442.154,272991.046,440.6775,312806.6936,36.3287,-12.5018,-0.7269,5.0387,-3.3617,107.2694,440.6775
170455.801,272986.351,440.3682,312807.0682,36.4179,-12.7647,-0.9151,5.744,-3.6588,106.7576,440.3682
170469.465,272981.542,440.0013,312807.4428,36.4429,-13.1313,-1.0993,6.52,-3.9475,106.2915,440.0013
170483.148,272976.6,439.573,312807.8175,36.4744,-13.4662,-1.2243,7.0642,-4.0042,106.492,439.573
170496.849,272971.523,439.0862,312808.1921,36.5415,-13.8443,-1.3648,8.2522,-4.0123,106.6315,439.0862
170510.556,272966.262,438.5656,312808.5667,36.5461,-14.4248,-1.463,9.5561,-4.1309,107.5002,438.5656
170524.259,272960.79,438.0075,312808.9414,36.489,-14.9629,-1.5026,10.8422,-4.278,109.2677,438.0075
170537.944,272955.091,437.417,312809.316,36.3962,-15.6602,-1.581,12.1993,-4.2098,111.0684,437.417
170551.591,272949.135,436.808,312809.6906,36.3127,-16.3364,-1.6723,13.3343,-4.2482,112.8815,436.808
170565.182,272942.904,436.1734,312810.0653,36.1273,-17.11,-1.7266,14.8644,-4.2898,114.4799,436.1734
170578.689,272936.353,435.5371,312810.4399,35.8209,-18.0304,-1.6614,15.8903,-4.0329,115.946,435.5371
170592.08,272929.452,434.916,312810.8145,35.5065,-19.0092,-1.6693,16.7101,-3.6084,117.1855,434.916
170605.325,272922.178,434.2944,312811.1892,35.0761,-19.9802,-1.6874,17.0422,-3.1658,118.7195,434.2944
170618.404,272914.55,433.6697,312811.5638,34.5781,-20.9148,-1.6457,16.8872,-2.9062,120.0713,433.6697
170631.302,272906.57,433.0383,312811.9384,34.0934,-21.8431,-1.6576,16.445,-2.8611,121.6223,433.0383
170644.023,272898.26,432.4138,312812.3131,33.6508,-22.7007,-1.6591,16.3835,-2.9291,123.0005,432.4138
170656.548,272889.606,431.8042,312812.6877,33.0635,-23.6319,-1.5733,16.3803,-3.0368,124.9065,431.8042
170668.865,272880.616,431.2297,312813.0623,32.4868,-24.5158,-1.4854,16.2647,-3.2112,127.2966,431.2297
170680.968,272871.305,430.692,312813.437,31.9274,-25.3641,-1.3873,16.8074,-3.22,129.6282,430.692
170692.839,272861.679,430.1851,312813.8116,31.2851,-26.1603,-1.3319,17.468,-2.9135,131.9878,430.1851
170704.448,272851.745,429.7003,312814.1862,30.4932,-26.998,-1.2341,18.1952,-2.4536,133.9404,429.7003
170715.758,272841.497,429.237,312814.5608,29.6426,-27.8481,-1.1765,19.0446,-1.7685,135.531,429.237
170726.726,272830.925,428.8141,312814.9355,28.7029,-28.7404,-1.0303,19.61,-1.2385,137.0456,428.8141
170737.309,272820.023,428.4748,312815.3101,27.6088,-29.596,-0.8041,19.9697,-0.9849,138.4971,428.4748
170747.491,272808.799,428.19,312815.6848,26.5369,-30.424,-0.7323,19.9313,-1.2667,140.399,428.19
170757.273,272797.269,427.928,312816.0594,25.4867,-31.2447,-0.6829,20.3145,-1.6034,142.3523,427.928
170766.647,272785.441,427.6886,312816.434,24.3749,-31.9905,-0.5759,20.6396,-1.5915,144.5454,427.6886
170775.601,272773.335,427.4821,312816.8086,23.1907,-32.7068,-0.5171,20.8176,-1.4057,146.552,427.4821
170784.123,272760.965,427.2772,312817.1833,22.0346,-33.4201,-0.5429,21.2178,-1.3118,148.1292,427.2772
170792.203,272748.341,427.0773,312817.5579,20.8992,-34.0813,-0.5407,21.3481,-1.5472,149.6855,427.0773
170799.848,272735.479,426.8454,312817.9326,19.6989,-34.671,-0.7221,21.6785,-1.6807,151.2261,426.8454
170807.061,272722.394,426.5175,312818.3072,18.5409,-35.2465,-1.0304,22.0309,-1.6205,153.0891,426.5175
170813.832,272709.098,426.0961,312818.6818,17.3708,-35.7922,-1.1881,22.1864,-1.3504,155.0209,426.0961
170820.139,272695.612,425.6233,312819.0565,16.1039,-36.2669,-1.3473,22.1574,-0.9558,156.9349,425.6233
170825.964,272681.952,425.1022,312819.4311,14.7411,-36.705,-1.3619,21.9743,-1.0994,158.7563,425.1022
170831.272,272668.119,424.6054,312819.8057,13.3424,-37.1531,-1.295,21.7089,-1.3367,160.8682,424.6054
170836.061,272654.132,424.1085,312820.1804,12.0062,-37.5403,-1.3301,21.7759,-1.6966,163.628,424.1085
170840.339,272640.015,423.6142,312820.555,10.6271,-37.8383,-1.3059,21.9789,-1.8071,166.357,423.6142
170844.1,272625.792,423.1186,312820.9296,9.1975,-38.0794,-1.3223,22.0857,-1.7012,169.1366,423.1186
170847.338,272611.489,422.6113,312821.3043,7.8488,-38.2801,-1.3866,22.5194,-1.5683,171.6932,422.6113
170850.037,272597.132,422.0864,312821.6789,6.3744,-38.3695,-1.4251,22.9078,-1.3213,174.1387,422.0864
170852.182,272582.747,421.5542,312822.0535,4.848,-38.3785,-1.388,23.0327,-1.1644,176.1922,421.5542
170853.759,272568.355,421.0197,312822.4281,3.3178,-38.3979,-1.4319,23.0018,-1.0566,178.2797,421.0197
170854.766,272553.976,420.4767,312822.8028,1.8604,-38.3497,-1.4805,22.9665,-1.179,180.5247,420.4767
170855.212,272539.632,419.9146,312823.1774,0.3318,-38.1901,-1.5003,23.0122,-1.4007,182.8635,419.9146
170855.084,272525.347,419.369,312823.552,-1.2534,-37.9852,-1.3985,22.7732,-1.0165,185.2715,419.369
170854.381,272511.152,418.8656,312823.9267,-2.7124,-37.7434,-1.3449,22.6939,-0.4488,187.8019,418.8656
170853.114,272497.087,418.3956,312824.3013,-4.2506,-37.3057,-1.1824,22.1602,-0.2246,190.3546,418.3956
170851.276,272483.186,418.0079,312824.6759,-5.7748,-36.8046,-0.8591,21.4323,-0.1042,192.9394,418.0079
170848.883,272469.475,417.7198,312825.0506,-7.209,-36.2866,-0.6355,20.8494,-0.0301,195.7822,417.7198
170845.957,272455.983,417.534,312825.4252,-8.5833,-35.666,-0.316,20.6446,0.0255,198.7817,417.534
170842.509,272442.741,417.4857,312825.7998,-10.0025,-34.9015,0.0668,20.5814,0.5348,201.69,417.4857
170838.561,272429.779,417.5544,312826.1745,-11.2777,-34.1416,0.3104,20.5514,1.0657,204.2684,417.5544
170834.128,272417.132,417.7411,312826.5491,-12.5773,-33.2909,0.6817,20.3977,1.5003,206.5231,417.7411
170829.222,272404.824,418.0718,312826.9237,-13.7457,-32.3309,1.0216,19.9486,1.8452,208.4911,418.0718
170823.894,272392.851,418.4649,312827.2984,-14.8441,-31.4419,1.1209,19.5411,1.4098,209.9972,418.4649
170818.164,272381.202,418.9012,312827.673,-15.8993,-30.6294,1.1984,19.3852,0.9959,211.4652,418.9012
170812.062,272369.856,419.3418,312828.0476,-16.8319,-29.833,1.1564,19.6019,0.5578,212.9515,419.3418
170805.595,272358.815,419.7894,312828.4223,-17.8373,-28.9601,1.2645,19.8904,0.4427,214.212,419.7894
170798.755,272348.09,420.2609,312828.7969,-18.8034,-28.136,1.2037,20.4729,0.4265,215.382,420.2609
170791.55,272337.682,420.6793,312829.1715,-19.7812,-27.326,0.9717,21.223,0.2306,216.8003,420.6793
170783.988,272327.595,420.9937,312829.5462,-20.7206,-26.4189,0.6639,21.9658,0.0412,218.4281,420.9937
170776.08,272317.836,421.1769,312829.9208,-21.6101,-25.5178,0.3296,22.2875,-0.0642,220.3249,421.1769
170767.839,272308.412,421.2169,312830.2954,-22.5125,-24.5987,-0.0792,22.3891,-0.0491,222.1766,421.2169
170759.274,272299.34,421.106,312830.6701,-23.3361,-23.6838,-0.5149,22.3514,-0.2071,224.2605,421.106
170750.402,272290.624,420.853,312831.0447,-24.1392,-22.6843,-0.8407,22.056,-0.2424,226.4467,420.853
170741.222,272282.292,420.4963,312831.4193,-24.9597,-21.6075,-1.0577,21.662,-0.3114,228.9447,420.4963
