X,Y,ELEV,TIME,NORTH_VEL,EAST_VEL,DOWN_VEL,ROLL,PITCH,HEADING,ELEVATION
170080.654,275745.805,316.9636,313377.6343,4.1881,-23.263,-0.4904,4.5408,-7.3338,172.778,316.9636
170082.223,275737.003,316.7659,313378.0089,4.0473,-23.7186,-0.4985,3.4828,-6.5865,172.8909,316.7659
170083.742,275728.042,316.5599,313378.3836,3.9491,-24.1179,-0.5963,1.7164,-4.9973,173.3421,316.5599
170085.263,275718.967,316.3489,313378.7582,4.0654,-24.367,-0.5289,-0.0906,-3.8673,173.9464,316.3489
170086.833,275709.809,316.2021,313379.1328,4.2134,-24.5175,-0.2545,-0.8501,-3.1391,174.3553,316.2021
170088.491,275700.597,316.154,313379.5075,4.4728,-24.6721,0.043,-1.6637,-2.6956,173.9699,316.154
170090.239,275691.343,316.1892,313379.8821,4.7346,-24.7761,0.086,-1.3423,-1.9929,173.0897,316.1892
170092.074,275682.062,316.2512,313380.2567,4.9325,-24.8083,0.1884,-0.0699,-1.9728,171.7285,316.2512
170093.96,275672.756,316.3519,313380.6314,4.9872,-24.892,0.3819,0.617,-2.2687,170.0064,316.3519
170095.861,275663.408,316.4836,313381.006,5.0098,-25.0569,0.3036,1.8024,-2.2946,168.4412,316.4836
170097.758,275654.011,316.5775,313381.3806,4.9862,-25.1514,0.155,2.9602,-2.2675,167.2893,316.5775
170099.634,275644.565,316.5962,313381.7553,4.8646,-25.2733,0.0038,3.1846,-2.0628,166.0684,316.5962
170101.471,275635.063,316.5878,313382.1299,4.7988,-25.4527,0.0326,2.1955,-1.9452,165.2641,316.5878
170103.286,275625.513,316.6072,313382.5045,4.7585,-25.5907,0.0388,1.9755,-1.8293,165.3443,316.6072
170105.079,275615.918,316.6524,313382.8792,4.7072,-25.6706,0.155,1.4616,-1.8727,166.3522,316.6524
170106.876,275606.289,316.7282,313383.2538,4.747,-25.7453,0.2743,0.4847,-2.2433,167.7794,316.7282
170108.711,275596.628,316.8526,313383.6284,4.8944,-25.8777,0.3842,0.902,-2.4259,169.2262,316.8526
170110.595,275586.937,317.0219,313384.0031,5.0273,-25.9136,0.4335,1.233,-1.8551,170.0697,317.0219
170112.51,275577.227,317.1993,313384.3777,5.0813,-25.9216,0.5416,0.7107,-1.2669,170.1163,317.1993
170114.47,275567.509,317.3891,313384.7523,5.2035,-25.9784,0.511,1.0119,-1.4308,169.4964,317.3891
170116.45,275557.776,317.5843,313385.1269,5.2256,-26.0378,0.5167,1.4774,-1.547,168.6609,317.5843
170118.427,275548.02,317.7878,313385.5016,5.2047,-26.0703,0.5238,1.0732,-1.2575,168.0129,317.7878
170120.41,275538.247,317.9287,313385.8762,5.2143,-26.1167,0.2564,1.5714,-1.191,167.6199,317.9287
170122.387,275528.458,317.9662,313386.2509,5.2023,-26.1946,-0.0278,1.93,-1.3385,167.4191,317.9662
170124.354,275518.651,317.9502,313386.6255,5.1852,-26.2017,-0.0644,1.499,-1.4248,167.4143,317.9502
170126.321,275508.827,317.9378,313387.0001,5.1586,-26.2324,0.0133,1.1452,-1.1295,167.5328,317.9378
170128.286,275498.995,317.9314,313387.3748,5.1854,-26.2727,-0.033,0.1286,-0.8172,167.7109,317.9314
170130.275,275489.168,317.8936,313387.7494,5.3125,-26.2418,-0.2292,-0.1575,-0.5693,168.2032,317.8936
170132.294,275479.352,317.7935,313388.124,5.3128,-26.1879,-0.2923,0.1468,-0.6323,169.0144,317.7935
170134.336,275469.544,317.6465,313388.4987,5.4308,-26.1694,-0.4515,0.0201,-0.7158,169.6567,317.6465
170136.414,275459.751,317.4331,313388.8733,5.5518,-26.1593,-0.7093,-0.5563,-0.5008,169.9718,317.4331
170138.536,275449.977,317.1426,313389.2479,5.6589,-26.0591,-0.8504,-1.1452,-0.0399,170.2047,317.1426
170140.711,275440.231,316.7713,313389.6226,5.8017,-25.9607,-1.0952,-1.2533,0.3731,169.9939,316.7713
170142.951,275430.529,316.3136,313389.9972,6.0032,-25.8813,-1.2837,-1.7993,0.1969,169.3805,316.3136
170145.267,275420.869,315.8315,313390.3718,6.236,-25.7513,-1.3326,-1.7837,0.2657,168.3927,315.8315
170147.652,275411.248,315.3264,313390.7465,6.3464,-25.6298,-1.3648,-1.2347,0.3754,167.2979,315.3264
170150.082,275401.664,314.7982,313391.1211,6.47,-25.5621,-1.4507,-0.9919,0.1855,166.1152,314.7982
170152.55,275392.113,314.247,313391.4957,6.5977,-25.5013,-1.5144,-1.072,-0.161,165.1199,314.247
170155.056,275382.582,313.694,313391.8704,6.6469,-25.4222,-1.4261,-0.5888,-0.5086,164.6669,313.694
170157.585,275373.064,313.1647,313392.245,6.6945,-25.3869,-1.3179,-0.4019,-0.3119,164.6934,313.1647
170160.142,275363.567,312.6578,313392.6196,6.7948,-25.3588,-1.3852,-0.8702,0.0136,164.8161,312.6578
170162.741,275354.1,312.1297,313392.9942,6.9619,-25.2427,-1.4817,-0.7896,0.0313,165.2984,312.1297
170165.383,275344.666,311.5735,313393.3689,7.0058,-25.1514,-1.4728,-0.809,-0.097,165.6517,311.5735
170168.063,275335.257,311.0367,313393.7435,7.1634,-25.101,-1.349,-1.2889,-0.034,165.9024,311.0367
170170.8,275325.883,310.5686,313394.1182,7.323,-25.0125,-1.2194,-1.3368,0.5223,165.9722,310.5686
170173.585,275316.551,310.1436,313394.4928,7.3981,-24.8429,-1.0854,-1.2691,1.0099,166.1313,310.1436
170176.408,275307.27,309.7139,313394.8674,7.5101,-24.711,-1.1395,-1.0934,0.973,166.1153,309.7139
170179.266,275298.035,309.2806,313395.242,7.6016,-24.646,-1.1519,-0.469,0.6309,166.086,309.2806
170182.137,275288.837,308.8631,313395.6167,7.6027,-24.5226,-1.1285,-0.1129,0.8165,166.0033,308.8631
170185.015,275279.675,308.4216,313395.9913,7.6123,-24.3999,-1.1956,-0.0996,1.0445,165.8915,308.4216
170187.897,275270.554,307.9492,313396.3659,7.6456,-24.334,-1.3115,-0.0037,1.05,165.7386,307.9492
170190.782,275261.475,307.4529,313396.7406,7.6525,-24.2139,-1.3784,0.241,0.8131,165.5518,307.4529
170193.667,275252.431,306.9187,313397.1152,7.6276,-24.1004,-1.4603,0.3565,0.4188,165.3323,306.9187
170196.553,275243.415,306.3482,313397.4898,7.6197,-24.0563,-1.533,0.2859,0.2828,165.1434,306.3482
170199.441,275234.423,305.7668,313397.8645,7.6593,-24.0168,-1.5789,0.1771,0.4174,165.1238,305.7668
170202.336,275225.459,305.1822,313398.2391,7.6921,-23.8936,-1.5724,0.5074,0.7592,165.1705,305.1822
170205.231,275216.529,304.5789,313398.6138,7.6218,-23.7864,-1.6054,0.8375,0.9483,165.2332,304.5789
170208.118,275207.637,303.9474,313398.9884,7.6351,-23.7299,-1.7536,1.0412,0.9353,165.2623,303.9474
170210.986,275198.773,303.2858,313399.363,7.5622,-23.6687,-1.8146,0.9467,0.785,165.5119,303.2858
170213.836,275189.936,302.61,313399.7376,7.5297,-23.5446,-1.7793,0.6414,0.5837,165.8909,302.61
170216.692,275181.132,301.9467,313400.1123,7.5617,-23.4737,-1.6988,0.7827,0.3886,166.0609,301.9467
170219.55,275172.354,301.3423,313400.4869,7.5631,-23.4457,-1.5177,1.0742,0.3741,166.1469,301.3423
170222.404,275163.604,300.827,313400.8615,7.5509,-23.3319,-1.2903,1.391,0.8883,165.9628,300.827
170225.244,275154.891,300.3778,313401.2362,7.4743,-23.2104,-1.102,1.2671,1.1608,165.4835,300.3778
170228.068,275146.218,299.9751,313401.6108,7.4578,-23.1413,-1.042,1.2718,1.0988,164.9796,299.9751
170230.866,275137.576,299.5979,313401.9854,7.3728,-23.0691,-1.0322,1.8141,1.0715,164.8477,299.5979
170233.627,275128.965,299.2363,313402.3601,7.2415,-22.9499,-0.9176,1.925,1.0683,164.9911,299.2363
170236.353,275120.386,298.8957,313402.7347,7.1745,-22.8629,-0.8506,1.6161,1.2998,165.1585,298.8957
170239.057,275111.845,298.5725,313403.1094,7.1394,-22.7811,-0.8654,1.6829,1.4261,165.2846,298.5725
170241.742,275103.347,298.2561,313403.484,7.0841,-22.6482,-0.8568,1.8112,1.363,165.4415,298.2561
170244.395,275094.885,297.9423,313403.8586,6.9563,-22.5495,-0.8006,1.617,1.1771,165.6856,297.9423
170247.019,275086.453,297.6477,313404.2332,6.9384,-22.4885,-0.7421,1.293,1.0111,166.0039,297.6477
170249.633,275078.059,297.3847,313404.6079,6.9066,-22.3997,-0.7123,1.2446,1.1527,166.0816,297.3847
170252.237,275069.704,297.1561,313404.9825,6.866,-22.2409,-0.5042,1.0901,1.4304,166.1404,297.1561
170254.832,275061.395,296.9785,313405.3572,6.8374,-22.1197,-0.3982,0.8534,1.6362,166.058,296.9785
170257.413,275053.134,296.8454,313405.7318,6.8049,-22.0399,-0.3158,0.9694,1.4611,165.9918,296.8454
170259.977,275044.916,296.7704,313406.1064,6.771,-21.8969,-0.1163,1.2636,1.2873,166.0944,296.7704
170262.524,275036.74,296.7644,313406.481,6.7023,-21.7632,0.1135,1.2593,1.3713,165.9865,296.7644
170265.059,275028.611,296.8238,313406.8557,6.7045,-21.6719,0.2355,1.0603,1.5246,165.7514,296.8238
170267.584,275020.53,296.9561,313407.2303,6.6833,-21.5285,0.4284,1.117,1.6127,165.3547,296.9561
170270.091,275012.498,297.1701,313407.6049,6.5798,-21.3801,0.7456,1.2664,1.5653,165.073,297.1701
170272.573,275004.511,297.4942,313407.9796,6.5511,-21.2686,1.0008,0.6992,1.6245,164.8006,297.4942
170275.053,274996.574,297.8976,313408.3542,6.5694,-21.1744,1.0855,0.1148,1.3676,164.7358,297.8976
170277.534,274988.678,298.3063,313408.7288,6.5832,-21.0426,1.0357,0.1279,0.7669,165.206,298.3063
170280.029,274980.816,298.7159,313409.1035,6.5945,-20.9559,1.1881,0.5447,0.2386,165.9026,298.7159
170282.536,274972.977,299.1726,313409.4781,6.674,-20.9176,1.2832,1.1625,0.5157,166.4839,299.1726
170285.047,274965.166,299.6649,313409.8527,6.6379,-20.835,1.2872,1.1551,1.0316,166.5591,299.6649
170287.552,274957.388,300.1401,313410.2274,6.6174,-20.7214,1.269,0.8843,0.5039,166.6175,300.1401
170290.059,274949.626,300.5994,313410.602,6.6261,-20.7293,1.2722,1.2971,-0.6088,166.3697,300.5994
170292.571,274941.857,301.083,313410.9766,6.657,-20.8052,1.3006,1.9296,-1.4134,166.0028,301.083
170295.072,274934.057,301.5786,313411.3513,6.6048,-20.8859,1.312,2.4463,-2.0608,165.3888,301.5786
170297.556,274926.206,302.0671,313411.7259,6.5242,-21.0478,1.3386,3.1209,-3.0171,164.5925,302.0671
170300.018,274918.288,302.5307,313412.1005,6.4853,-21.2679,1.0775,3.923,-3.3173,163.5915,302.5307
170302.428,274910.288,302.8593,313412.4752,6.3218,-21.4825,0.6085,4.0769,-2.9604,163.1539,302.8593
170304.792,274902.216,303.0048,313412.8498,6.1834,-21.6279,0.1933,3.5115,-2.6419,162.9919,303.0048
170307.13,274894.086,302.9883,313413.2244,6.1495,-21.7789,-0.2036,2.869,-2.678,163.0215,302.9883
170309.451,274885.897,302.8384,313413.5991,6.1322,-21.9829,-0.5467,2.2814,-3.1055,163.3377,302.8384
170311.767,274877.645,302.6012,313413.9737,6.1334,-22.1288,-0.7292,1.9014,-3.5366,163.9071,302.6012
170314.084,274869.324,302.3254,313414.3483,6.1049,-22.3127,-0.74,1.5352,-3.486,164.6702,302.3254
170316.405,274860.934,302.022,313414.723,6.1496,-22.5096,-0.8792,1.4843,-3.1496,165.6163,302.022
170318.735,274852.487,301.6732,313415.0976,6.2106,-22.6237,-1.0216,1.4577,-2.7604,166.5457,301.6732
170321.093,274844.002,301.2792,313415.4722,6.2558,-22.6999,-1.0944,1.5902,-2.6758,166.7798,301.2792
170323.473,274835.478,300.8231,313415.8469,6.3018,-22.8241,-1.2894,1.7315,-2.7796,166.5091,300.8231
170325.868,274826.91,300.2917,313416.2215,6.3528,-22.9746,-1.538,1.7466,-2.8151,165.9504,300.2917
170328.272,274818.297,299.6939,313416.5961,6.3825,-23.0511,-1.6781,1.4235,-2.6228,165.3111,299.6939
170330.695,274809.646,299.0359,313416.9708,6.4191,-23.1364,-1.795,0.895,-2.3195,164.437,299.0359
170333.144,274800.962,298.3406,313417.3454,6.5151,-23.2604,-1.8832,0.4583,-2.186,163.5845,298.3406
170335.627,274792.249,297.6362,313417.72,6.6222,-23.3244,-1.9396,0.6993,-2.1778,162.7136,297.6362
170338.139,274783.508,296.9146,313418.0947,6.6602,-23.377,-1.9066,0.7051,-2.4896,162.0177,296.9146
170340.678,274774.728,296.1861,313418.4693,6.762,-23.5072,-1.9064,0.4194,-2.8417,161.4274,296.1861
170343.252,274765.903,295.4734,313418.8439,6.8461,-23.6589,-1.9094,0.5945,-2.8195,161.0115,295.4734
170345.862,274757.038,294.7603,313419.2186,6.9637,-23.7103,-1.9408,0.5975,-2.5599,160.8322,294.7603
170348.516,274748.144,294.0095,313419.5932,7.0414,-23.7981,-2.024,-0.0333,-2.6554,160.4366,294.0095
170351.212,274739.213,293.2387,313419.9678,7.21,-23.9369,-2.0738,-0.586,-3.015,160.457,293.2387
170353.973,274730.245,292.4726,313420.3425,7.4155,-24.0154,-2.0886,-0.2373,-3.2851,160.6663,292.4726
170356.8,274721.235,291.7086,313420.7171,7.5537,-24.107,-2.0007,-0.175,-3.4238,160.9333,291.7086
170359.69,274712.183,290.9608,313421.0917,7.7424,-24.236,-1.9435,-0.4965,-3.2903,160.9538,290.9608
170362.646,274703.092,290.2379,313421.4664,7.9141,-24.3547,-1.9436,-0.6386,-2.935,161.0634,290.2379
170365.67,274693.974,289.5225,313421.841,8.0949,-24.3764,-1.9028,-0.7791,-2.5771,161.2063,289.5225
170368.766,274684.838,288.8063,313422.2156,8.278,-24.418,-1.8668,-0.8793,-2.4246,161.029,288.8063
170371.929,274675.682,288.1305,313422.5903,8.4677,-24.5358,-1.7182,-1.5568,-2.4426,160.8465,288.1305
170375.169,274666.504,287.571,313422.9649,8.7225,-24.5267,-1.2931,-2.2602,-2.5448,160.837,287.571
170378.517,274657.316,287.1642,313423.3395,9.0119,-24.5582,-0.8865,-2.8505,-2.8671,160.727,287.1642
170381.978,274648.111,286.8603,313423.7142,9.3145,-24.6421,-0.7787,-2.3711,-3.2462,160.7538,286.8603
170385.535,274638.874,286.5678,313424.0888,9.5489,-24.7376,-0.8081,-1.4031,-3.4543,161.133,286.5678
170389.172,274629.602,286.2872,313424.4634,9.7552,-24.7887,-0.71,-1.3458,-3.2152,161.4374,286.2872
170392.905,274620.309,286.0031,313424.8381,9.9806,-24.844,-0.7478,-0.7357,-2.6317,160.8987,286.0031
170396.716,274611.006,285.6885,313425.2127,10.2064,-24.8795,-0.9599,-0.0673,-1.8223,159.7368,285.6885
170400.587,274601.71,285.2888,313425.5873,10.3235,-24.8386,-1.1926,0.3474,-1.4961,157.904,285.2888
170404.486,274592.412,284.8347,313425.962,10.3346,-24.8594,-1.2241,0.4434,-1.7467,156.0794,284.8347
170408.402,274583.094,284.3328,313426.3366,10.4191,-24.9406,-1.4346,1.105,-2.2643,154.9095,284.3328
170412.321,274573.736,283.7685,313426.7112,10.3713,-25.0934,-1.5907,1.5832,-2.7037,154.479,283.7685
170416.24,274564.329,283.165,313427.0859,10.4263,-25.1742,-1.6275,1.2872,-2.8784,154.8999,283.165
170420.182,274554.883,282.5252,313427.4605,10.4464,-25.2923,-1.7629,1.6682,-2.615,155.5748,282.5252
170424.141,274545.404,281.8248,313427.8351,10.5421,-25.3843,-1.9715,1.7082,-2.3104,156.3009,281.8248
170428.118,274535.903,281.0873,313428.2098,10.5812,-25.4215,-2.0037,1.3679,-2.0881,156.7626,281.0873
170432.122,274526.381,280.3578,313428.5844,10.6443,-25.4667,-1.8682,1.5254,-2.3522,157.2182,280.3578
170436.151,274516.832,279.6755,313428.959,10.7049,-25.5811,-1.7435,2.0799,-2.7479,157.2865,279.6755
170440.182,274507.237,279.0574,313429.3337,10.6872,-25.7113,-1.5846,2.2491,-2.4895,157.3663,279.0574
170444.216,274497.603,278.4883,313429.7083,10.7195,-25.7584,-1.4675,2.2189,-1.9855,157.5564,278.4883
170448.252,274487.944,277.9344,313430.0829,10.6594,-25.8518,-1.4625,2.3991,-1.9801,157.4951,277.9344
170452.283,274478.254,277.3799,313430.4576,10.7062,-25.9687,-1.4955,2.3155,-2.4435,157.6264,277.3799
170456.313,274468.522,276.856,313430.8322,10.6932,-26.0657,-1.3455,2.5214,-2.6226,157.7395,276.856
170460.341,274458.748,276.3834,313431.2068,10.6731,-26.1614,-1.1904,2.214,-2.2942,158.1442,276.3834
170464.375,274448.941,275.9331,313431.5814,10.703,-26.2489,-1.1852,2.3625,-2.0388,158.2343,275.9331
170468.408,274439.105,275.4947,313431.9561,10.6979,-26.3377,-1.18,2.41,-2.0383,158.4108,275.4947
170472.441,274429.24,275.0666,313432.3307,10.7104,-26.3802,-1.1144,2.462,-2.253,158.5924,275.0666
170476.469,274419.339,274.6619,313432.7054,10.6129,-26.5278,-0.9637,2.4971,-2.3349,158.708,274.6619
170480.47,274409.385,274.3378,313433.08,10.584,-26.69,-0.7718,2.4651,-2.0762,159.3101,274.3378
170484.45,274399.393,274.1001,313433.4546,10.5505,-26.733,-0.5575,2.0072,-1.7734,160.3458,274.1001
170488.426,274389.378,273.9334,313433.8293,10.5331,-26.7693,-0.3074,1.7296,-1.9465,161.4084,273.9334
170492.413,274379.341,273.8535,313434.2039,10.5886,-26.8678,-0.0443,1.7539,-2.243,162.2244,273.8535
170496.407,274369.274,273.8868,313434.5785,10.5953,-26.945,0.1738,1.7995,-2.0379,162.7767,273.8868
170500.406,274359.183,273.9847,313434.9532,10.588,-26.9762,0.3374,2.1704,-1.5187,163.1489,273.9847
170504.396,274349.077,274.1084,313435.3278,10.5455,-27.0204,0.3387,2.31,-1.2422,163.1477,274.1084
170508.379,274338.962,274.2222,313435.7024,10.5481,-27.0798,0.2484,2.4157,-1.394,162.5821,274.2222
170512.344,274328.827,274.3285,313436.0771,10.5061,-27.1083,0.2994,2.4066,-1.7914,162.2248,274.3285
170516.29,274318.662,274.4705,313436.4517,10.3908,-27.191,0.4639,2.9344,-1.7407,161.7148,274.4705
170520.201,274308.465,274.6396,313436.8263,10.3227,-27.2917,0.4558,2.7546,-1.3299,161.3522,274.6396
170524.081,274298.242,274.7909,313437.201,10.2642,-27.3545,0.3408,2.5288,-1.2636,161.3967,274.7909
170527.937,274287.994,274.9271,313437.5756,10.1599,-27.4115,0.4164,2.762,-1.7466,161.7224,274.9271
170531.762,274277.712,275.0862,313437.9502,10.0975,-27.5199,0.4542,2.6124,-1.8435,162.4286,275.0862
170535.569,274267.398,275.2454,313438.3249,10.0764,-27.6243,0.3858,2.5748,-1.54,163.2372,275.2454
170539.365,274257.064,275.3916,313438.6995,10.0493,-27.6232,0.3327,2.521,-1.3747,163.8923,275.3916
170543.152,274246.717,275.5135,313439.0741,9.9889,-27.6578,0.3454,2.7305,-1.7407,164.2329,275.5135
170546.921,274236.344,275.6348,313439.4488,9.9606,-27.7702,0.3249,2.8891,-1.935,164.1996,275.6348
170550.668,274225.941,275.7528,313439.8234,9.9136,-27.8293,0.2724,2.9472,-1.539,164.0391,275.7528
170554.391,274215.518,275.8328,313440.198,9.7858,-27.8544,0.1564,3.13,-0.8856,163.8518,275.8328
170558.077,274205.079,275.8668,313440.5727,9.68,-27.919,0.0856,3.2575,-0.7956,163.5648,275.8668
170561.72,274194.627,275.8875,313440.9473,9.6136,-27.9777,0.0247,3.1302,-1.1872,163.104,275.8875
170565.326,274184.159,275.9394,313441.3219,9.5032,-27.9994,0.2306,2.8978,-1.5502,162.7376,275.9394
170568.889,274173.661,276.0585,313441.6965,9.3552,-28.0741,0.4085,3.1136,-1.3885,162.6987,276.0585
170572.404,274163.137,276.2104,313442.0712,9.2473,-28.1588,0.4099,3.2001,-1.1514,162.7653,276.2104
170575.881,274152.596,276.3734,313442.4458,9.1723,-28.1852,0.4332,3.1387,-1.3292,162.8025,276.3734
170579.311,274142.029,276.5801,313442.8205,9.0022,-28.2574,0.7175,3.0345,-1.5462,163.1292,276.5801
170582.703,274131.435,276.8957,313443.1951,8.8985,-28.3353,0.9923,3.3166,-1.4747,163.3111,276.8957
170586.046,274120.818,277.2965,313443.5697,8.7716,-28.4242,1.1277,3.4706,-1.0526,163.6216,277.2965
170589.333,274110.181,277.7592,313443.9443,8.6783,-28.3992,1.3202,2.5903,-0.8936,164.0979,277.7592
170592.594,274099.535,278.2766,313444.319,8.5544,-28.4505,1.4709,2.8205,-1.3507,164.308,278.2766
170595.819,274088.868,278.8198,313444.6936,8.4879,-28.5449,1.4202,3.62,-1.7399,164.6299,278.8198
170599.013,274078.178,279.3434,313445.0683,8.4187,-28.5878,1.3569,3.6665,-1.594,164.5832,279.3434
170602.167,274067.464,279.8316,313445.4429,8.2698,-28.6189,1.233,3.3415,-1.0318,164.1261,279.8316
170605.287,274056.735,280.2435,313445.8175,8.1958,-28.6949,1.0273,3.2525,-1.0593,163.6421,280.2435
170608.363,274045.98,280.5949,313446.1922,8.0664,-28.7963,0.8363,3.773,-1.3692,163.5026,280.5949
170611.388,274035.196,280.91,313446.5668,7.9333,-28.8464,0.8341,3.7048,-1.6836,163.7309,280.91
170614.362,274024.378,281.2347,313446.9414,7.7849,-28.9375,0.9194,3.3253,-1.736,164.1094,281.2347
170617.291,274013.526,281.5854,313447.3161,7.687,-29.042,0.9794,3.327,-1.3239,164.7779,281.5854
170620.181,274002.658,281.9688,313447.6907,7.5771,-29.0333,1.0109,3.2036,-0.9367,165.3698,281.9688
170623.029,273991.783,282.37,313448.0653,7.4707,-29.0574,1.1228,2.7667,-1.3173,166.0645,282.37
170625.85,273980.891,282.7983,313448.44,7.4107,-29.1357,1.174,3.3778,-1.7908,166.9456,282.7983
170628.63,273969.977,283.2475,313448.8146,7.2923,-29.2133,1.1712,3.6957,-1.6091,167.7268,283.2475
170631.363,273959.044,283.7197,313449.1892,7.1703,-29.2003,1.3429,3.1114,-0.9961,168.391,283.7197
170634.062,273948.103,284.2417,313449.5639,7.0483,-29.2166,1.4977,3.7781,-0.8022,168.7768,284.2417
170636.702,273937.155,284.8151,313449.9385,6.8676,-29.2814,1.5685,4.047,-1.0648,169.0077,284.8151
170639.274,273926.194,285.4341,313450.3131,6.707,-29.2917,1.76,4.4233,-1.4688,168.9102,285.4341
170641.78,273915.214,286.1367,313450.6878,6.4769,-29.3319,1.9926,4.9376,-0.982,168.1165,286.1367
170644.203,273904.218,286.8563,313451.0624,6.2794,-29.3929,1.853,5.1009,-0.6504,167.2313,286.8563
170646.534,273893.209,287.5416,313451.437,6.0338,-29.4532,1.8091,5.1789,-1.1267,166.2638,287.5416
170648.768,273882.166,288.2652,313451.8116,5.7079,-29.5536,2.0045,6.1609,-1.6145,166.035,288.2652
170650.874,273871.073,289.0216,313452.1863,5.3442,-29.6812,2.0093,7.41,-1.2964,166.4659,289.0216
170652.842,273859.935,289.7408,313452.5609,4.9926,-29.821,1.8206,8.1282,-1.0278,167.461,289.7408
170654.658,273848.757,290.4066,313452.9356,4.5501,-29.9022,1.7289,8.553,-1.4529,168.956,290.4066
170656.301,273837.532,291.0653,313453.3102,4.0286,-30.0256,1.8319,9.361,-2.0416,170.9237,291.0653
170657.761,273826.256,291.7513,313453.6848,3.5463,-30.1882,1.8526,10.5998,-2.1362,173.1092,291.7513
170659.01,273814.933,292.4155,313454.0595,2.9984,-30.2854,1.6488,12.9448,-1.7177,175.3286,292.4155
170660.027,273803.587,293.0003,313454.4341,2.243,-30.3029,1.4257,15.4366,-1.2721,177.0569,293.0003
170660.731,273792.226,293.4902,313454.8087,1.2814,-30.3459,1.1961,17.818,-1.0508,178.2822,293.4902
170661.043,273780.855,293.8867,313455.1834,0.1975,-30.381,0.92,19.5902,-0.9489,179.7537,293.8867
170660.919,273769.493,294.1896,313455.558,-0.9921,-30.2927,0.6889,19.9161,-0.8893,181.1789,294.1896
170660.351,273758.154,294.4013,313455.9326,-2.2398,-30.1981,0.4801,18.9005,-0.7239,182.753,294.4013
170659.334,273746.851,294.5452,313456.3073,-3.3655,-30.1031,0.3341,17.3293,-0.7331,185.066,294.5452
170657.912,273735.605,294.6712,313456.6819,-4.3682,-29.933,0.3375,15.7922,-0.7093,187.6724,294.6712
170656.13,273724.432,294.8246,313457.0565,-5.2843,-29.6943,0.4432,14.327,-0.7635,190.4114,294.8246
170654.034,273713.334,294.999,313457.4311,-6.0685,-29.5083,0.5132,13.7954,-1.1852,192.9097,294.999
170651.636,273702.313,295.2244,313457.8058,-6.9048,-29.308,0.6751,14.262,-1.5774,195.2646,295.2244
170648.912,273691.378,295.4985,313458.1804,-7.7898,-29.0288,0.7966,15.5965,-1.877,197.7952,295.4985
170645.838,273680.547,295.8095,313458.5551,-8.7959,-28.6885,0.9066,17.4263,-1.5304,200.0706,295.8095
170642.389,273669.854,296.1452,313458.9297,-9.8065,-28.32,0.8805,19.0375,-1.0618,201.8216,296.1452
170638.541,273659.33,296.4702,313459.3043,-10.9041,-27.8326,0.8159,20.8706,-0.7475,202.8937,296.4702
170634.248,273649.003,296.7655,313459.6789,-12.166,-27.2269,0.7291,22.1829,-0.8584,203.8897,296.7655
170629.477,273638.894,297.0032,313460.0536,-13.4886,-26.6385,0.5406,23.3091,-1.1762,204.9034,297.0032
170624.205,273629.015,297.1675,313460.4282,-14.8352,-26.0345,0.2999,23.9758,-1.5563,206.5158,297.1675
170618.43,273619.38,297.2457,313460.8028,-16.121,-25.3318,0.107,23.7764,-2.1536,208.7651,297.2457
170612.168,273610.001,297.2291,313461.1775,-17.4502,-24.5861,-0.1228,22.8335,-2.6744,211.7107,297.2291
170605.432,273600.893,297.1682,313461.5521,-18.6569,-23.8992,-0.1516,20.9624,-3.0558,215.27,297.1682
170598.263,273592.066,297.1313,313461.9267,-19.7101,-23.1718,-0.0715,19.0337,-3.11,219.1178,297.1313
170590.722,273583.516,297.1559,313462.3014,-20.6486,-22.3864,0.1759,17.2257,-3.0191,222.7325,297.1559
170582.862,273575.225,297.2606,313462.676,-21.4336,-21.7438,0.385,16.2872,-2.8054,225.5603,297.2606
170574.714,273567.193,297.4142,313463.0506,-22.1816,-21.0375,0.4019,15.8912,-2.5054,227.8695,297.4142
170566.3,273559.429,297.5833,313463.4253,-22.8447,-20.2867,0.5028,15.2017,-2.3452,229.9832,297.5833
170557.625,273551.946,297.7827,313463.7999,-23.5664,-19.481,0.6063,14.9596,-2.1295,232.2688,297.7827
170548.702,273544.76,298.0322,313464.1745,-24.1876,-18.7509,0.7362,15.1402,-2.2392,234.7579,298.0322
170539.557,273537.87,298.3305,313464.5492,-24.7413,-17.9111,0.8296,16.2113,-2.1809,236.9594,298.3305
170530.185,273531.314,298.654,313464.9238,-25.3631,-16.9461,0.9349,16.4231,-1.936,238.8906,298.654
170520.589,273525.116,299.0249,313465.2984,-25.9702,-15.982,1.0216,17.0517,-1.4282,240.5584,299.0249
170510.783,273519.302,299.4071,313465.6731,-26.476,-14.9749,0.97,16.6897,-0.8881,242.1358,299.4071
170500.801,273513.849,299.7552,313466.0477,-26.8937,-13.9758,0.8682,16.0667,-0.8078,243.5505,299.7552
170490.65,273508.763,300.0417,313466.4223,-27.3439,-12.9732,0.7594,15.1417,-1.0936,245.0835,300.0417
170480.348,273504.027,300.3008,313466.797,-27.7254,-12.1646,0.6229,12.9746,-1.6582,246.5652,300.3008
170469.918,273499.586,300.5598,313467.1716,-28.0156,-11.4611,0.7412,10.2208,-2.1002,247.926,300.5598
170459.383,273495.373,300.8451,313467.5462,-28.272,-10.8459,0.8045,9.1447,-1.9447,249.4345,300.8451
