X,Y,ELEVATION,TIME
2099161.028,1554972.277,334.8675,493679.1664
2099142.447,1554945.363,335.543,493680.5833
2099122.137,1554919.614,335.6635,493682.0214
2099099.110,1554896.292,335.556,493683.4909
2099073.350,1554876.118,336.1139,493684.9855
2099045.824,1554858.438,336.7981,493686.4392
2099017.152,1554842.833,337.736,493687.8189
2098987.215,1554829.831,338.7105,493689.1761
2098956.862,1554817.683,339.4933,493690.5814
2098927.092,1554804.025,339.8885,493691.9980
2098898.020,1554788.867,339.563,493693.3804
2098868.806,1554773.965,339.3786,493694.8022
2098839.601,1554759.073,339.3683,493696.2827
2098810.849,1554743.666,338.3643,493697.7341
2098782.524,1554727.253,337.9573,493699.1564
2098753.613,1554711.761,337.8975,493700.6325
2098724.644,1554696.406,338.0611,493702.1023
2098695.342,1554681.739,337.6428,493703.5807
2098666.349,1554666.411,337.5011,493705.0428
2098637.455,1554650.988,336.971,493706.4989
2098608.778,1554635.078,336.9045,493707.9489
2098579.905,1554620.092,338.1584,493709.3960
2098550.801,1554605.065,338.4786,493710.7861
2098521.958,1554589.487,338.1218,493712.1672
2098493.555,1554573.150,338.3976,493713.5855
2098464.648,1554557.947,339.1977,493715.0260
2098435.022,1554543.879,339.1514,493716.4623
2098405.829,1554529.019,338.8425,493717.9274
2098377.660,1554512.743,337.5851,493719.3837
2098349.539,1554496.084,336.768,493720.8258
2098320.738,1554480.427,336.4224,493722.2887
2098291.634,1554465.312,336.205,493723.7532
2098262.663,1554449.971,336.3573,493725.1963
2098233.663,1554434.714,336.8212,493726.6178
2098204.810,1554419.213,337.3753,493728.0398
2098175.911,1554403.737,337.6518,493729.4734
2098147.026,1554388.195,337.5548,493730.9046
2098118.064,1554372.821,337.255,493732.3371
2098089.288,1554357.080,337.1296,493733.7826
2098060.621,1554341.137,337.1213,493735.2123
2098031.843,1554325.400,337.2114,493736.6285
2098007.414,1554303.933,337.3189,493738.0349
2097992.220,1554274.984,337.666,493739.3459
2097985.223,1554243.052,337.989,493740.6663
2097985.728,1554210.314,338.09,493741.9836
2097991.939,1554178.128,338.0066,493743.2953
2098001.398,1554146.737,337.754,493744.6092
2098013.070,1554116.106,337.4077,493745.9436
2098027.862,1554086.923,337.2326,493747.3029
2098050.532,1554063.346,337.1529,493748.6124
2098078.357,1554046.183,336.8206,493749.8966
2098109.628,1554036.761,336.2189,493751.2035
2098142.219,1554035.102,335.4325,493752.6078
2098174.684,1554039.307,334.9629,493753.9802
2098206.446,1554047.449,334.8492,493755.2481
2098237.454,1554058.133,334.8883,493756.3998
2098267.813,1554070.550,334.9641,493757.4560
2098297.802,1554083.837,335.1136,493758.4639
2098327.595,1554097.563,335.221,493759.4690
2098357.376,1554111.314,335.2365,493760.4854
2098387.254,1554124.841,335.0212,493761.4977
2098417.213,1554138.177,334.7644,493762.5047
2098447.234,1554151.355,334.4281,493763.5101
2098477.219,1554164.629,334.1431,493764.5118
2098507.337,1554177.572,333.7758,493765.5093
2098537.626,1554190.101,333.3711,493766.5156
2098567.986,1554202.469,333.0029,493767.5262
2098598.404,1554214.696,332.6519,493768.5319
2098628.757,1554227.099,332.3443,493769.5284
2098658.956,1554239.870,332.0291,493770.5293
2098689.075,1554252.837,331.7587,493771.5372
2098719.232,1554265.726,331.5195,493772.5398
2098749.523,1554278.287,331.2456,493773.5378
2098779.814,1554290.819,330.8712,493774.5432
2098809.963,1554303.688,330.4901,493775.5492
2098840.014,1554316.792,330.1386,493776.5551
2098869.917,1554330.243,329.8321,493777.5567
2098899.831,1554343.674,329.5381,493778.5523
2098929.826,1554356.907,329.1837,493779.5468
2098959.933,1554369.870,328.7946,493780.5381
2098990.150,1554382.561,328.3636,493781.5276
2099020.429,1554395.102,327.9261,493782.5146
2099050.775,1554407.502,327.5513,493783.5060
2099081.205,1554419.702,327.2029,493784.5001
2099111.669,1554431.823,326.8707,493785.4934
2099141.968,1554444.351,326.5515,493786.4856
2099172.201,1554457.048,326.2617,493787.4859
2099202.447,1554469.688,325.8854,493788.4968
2099232.658,1554482.422,325.5338,493789.5156
2099262.865,1554495.134,325.0966,493790.5854
2099293.173,1554507.548,324.5365,493791.7391
2099323.737,1554519.323,323.9825,493792.9800
2099354.364,1554530.970,323.5122,493794.3333
2099384.661,1554543.474,323.0995,493795.8466
2099414.985,1554555.873,322.5955,493797.6235
2099445.737,1554567.190,322.1363,493799.7864
2099476.252,1554579.188,321.933,493802.4944
2099503.104,1554588.196,320.7389,493808.6712
2099510.244,1554587.695,311.2289,493813.2466
2099510.596,1554590.904,301.4277,493817.8966
2099507.410,1554590.063,291.5386,493822.6884
2099508.251,1554597.475,289.2068,493830.4214
2099508.558,1554593.988,299.1424,493835.1895
2099508.204,1554585.306,297.422,493841.7218
2099505.313,1554585.827,287.562,493846.5745
2099506.567,1554585.470,277.7125,493851.6244
2099515.974,1554587.139,268.7942,493855.6213
2099518.299,1554588.460,260.5369,493863.8413
2099515.101,1554586.243,251.5214,493872.3249
2099515.796,1554590.016,242.0158,493880.5593
2099505.339,1554588.858,234.3516,493890.0144
2099505.358,1554596.726,231.2803,493903.5930
2099504.821,1554591.942,227.9384,494102.6165
2099863.651,1553107.239,275.8342,502391.0082
2099888.926,1553119.072,276.9608,502391.8170
2099915.666,1553137.090,278.4779,502392.7266
2099940.552,1553157.919,279.8019,502393.6052
2099960.307,1553183.723,281.0219,502394.5038
2099973.041,1553213.063,282.9809,502395.4987
2099979.600,1553244.638,284.622,502396.5307
2099978.619,1553277.122,285.7602,502397.5596
2099970.576,1553308.615,287.0014,502398.6018
2099956.248,1553337.698,288.3563,502399.6811
2099934.612,1553361.768,289.709,502400.8543
2099905.854,1553376.197,291.185,502402.1737
2099873.888,1553375.577,292.8156,502403.7159
2099852.692,1553353.177,295.037,502405.4920
2099858.657,1553323.312,297.6343,502407.5272
2099887.245,1553309.320,298.3244,502409.8018
2099918.173,1553317.967,299.2441,502411.7443
2099946.089,1553333.404,301.3151,502413.2565
2099978.184,1553336.404,302.9675,502414.4082
2100010.279,1553332.681,304.6227,502415.3813
2100041.191,1553323.289,306.2749,502416.2965
2100069.664,1553308.158,308.0246,502417.2127
2100094.504,1553287.644,309.8169,502418.1740
2100113.695,1553261.993,311.8335,502419.2160
2100124.441,1553232.172,314.2039,502420.4133
2100123.365,1553200.833,316.8927,502421.7988
2100108.239,1553173.214,319.3173,502423.3077
2100082.178,1553155.728,321.9992,502424.7730
2100051.320,1553149.699,324.614,502426.1892
2100019.898,1553156.231,326.4334,502427.5391
2099990.959,1553170.859,327.8029,502428.7193
2099960.376,1553181.784,327.399,502429.8192
2099928.155,1553177.627,327.2386,502430.8016
2099897.589,1553165.935,327.8696,502431.7243
2099866.446,1553156.021,328.6471,502432.7061
2099836.027,1553144.274,329.2496,502433.7541
2099810.749,1553123.643,329.8154,502434.7205
2099790.001,1553098.444,330.7246,502435.6329
2099770.613,1553072.068,331.0458,502436.5592
2099743.984,1553053.407,330.5731,502437.5552
2099712.614,1553044.012,330.3302,502438.5690
2099681.478,1553033.737,330.558,502439.6067
2099650.841,1553022.228,331.2285,502440.7104
2099622.503,1553006.410,331.5128,502442.0067
2099599.636,1552982.899,331.5204,502443.4377
2099589.122,1552952.572,331.006,502444.9632
2099585.893,1552920.214,329.8397,502446.4260
2099577.857,1552888.864,328.2409,502447.7590
2099568.482,1552857.648,327.1178,502448.8998
2099559.035,1552826.283,326.6297,502449.9198
2099548.917,1552795.108,326.9084,502450.8696
2099537.831,1552764.321,327.5532,502451.8190
2099523.137,1552735.115,327.8357,502452.7785
2099501.275,1552710.781,328.209,502453.7508
2099481.795,1552684.705,328.644,502454.7654
2099472.588,1552653.279,328.9545,502455.7417
2099460.032,1552623.150,329.0515,502456.7229
2099441.038,1552596.418,328.836,502457.7672
2099423.156,1552568.951,329.1489,502458.8078
2099405.906,1552541.051,329.2624,502459.8476
2099389.576,1552512.603,329.299,502460.8791
2099373.200,1552484.179,329.2986,502461.8948
2099352.018,1552459.411,328.9044,502462.9003
2099323.610,1552443.259,328.5648,502463.9077
2099292.093,1552434.483,328.7286,502464.9033
2099259.476,1552432.157,329.2997,502465.9092
2099227.088,1552436.435,330.0126,502466.9221
2099195.665,1552445.383,330.8253,502467.9634
2099164.623,1552455.939,331.0966,502469.0080
2099133.222,1552465.410,331.1898,502470.0553
2099101.323,1552473.040,331.249,502471.0936
2099069.012,1552478.682,331.3143,502472.1214
2099036.509,1552482.648,331.8846,502473.1336
2099003.934,1552486.190,332.3619,502474.1301
2098971.342,1552489.347,332.9525,502475.1211
2098938.707,1552492.440,333.3058,502476.1132
2098905.949,1552492.273,333.4251,502477.1218
2098873.660,1552486.795,333.6023,502478.1227
2098842.773,1552475.935,334.0976,502479.1094
2098813.251,1552461.914,334.908,502480.0835
2098784.675,1552446.036,335.7296,502481.0763
2098757.748,1552427.658,336.6671,502482.1463
2098736.392,1552402.983,337.3534,502483.2437
2098720.862,1552374.232,337.9974,502484.3940
2098711.479,1552342.894,338.4783,502485.6403
2098707.998,1552310.329,338.5735,502486.9836
2098710.482,1552277.770,337.8425,502488.3548
2098719.195,1552246.236,337.2929,502489.6909
2098732.337,1552216.288,336.6449,502491.0096
2098747.648,1552187.441,335.7281,502492.3010
2098765.561,1552160.229,334.6604,502493.6351
2098785.838,1552134.632,333.7155,502494.9881
2098807.110,1552109.769,333.0139,502496.3908
2098828.664,1552085.113,332.4467,502497.8355
2098849.904,1552060.115,332.4334,502499.2557
2098871.944,1552035.823,332.4759,502500.6818
2098894.800,1552012.292,332.4299,502502.1253
2098917.614,1551988.721,332.3711,502503.5669
2098940.004,1551964.747,332.4256,502504.9823
2098962.418,1551940.794,332.4448,502506.3895
2098984.729,1551916.748,332.3168,502507.8132
2099007.187,1551892.849,332.0953,502509.2480
2099029.289,1551868.610,332.1725,502510.6876
2099051.183,1551844.193,332.4036,502512.0983
2099073.351,1551820.024,332.6169,502513.4968
2099095.406,1551795.740,332.6147,502514.9043
2099117.181,1551771.208,332.7479,502516.3153
2099139.649,1551747.365,333.2104,502517.7298
2099161.845,1551723.252,333.6094,502519.1299
2099184.233,1551699.278,333.7267,502520.5330
2099206.680,1551675.357,333.7369,502521.9212
2099228.450,1551650.825,333.5928,502523.3050
2099250.639,1551626.673,333.7396,502524.7055
2099273.093,1551602.759,333.6806,502526.1330
2099295.685,1551578.977,333.6936,502527.5759
2099318.524,1551555.436,333.8667,502529.0080
2099341.287,1551531.815,333.8652,502530.4549
2099363.856,1551508.012,333.992,502531.8779
2099384.597,1551482.636,334.0425,502533.2918
2099402.481,1551455.146,334.1902,502534.7170
2099418.945,1551426.776,334.2247,502536.1563
2099434.798,1551398.063,334.0463,502537.6294
2099449.793,1551368.898,333.8806,502539.0857
2099460.359,1551337.887,333.8178,502540.5446
2099467.214,1551305.820,333.7192,502542.0366
2099471.501,1551273.304,333.6886,502543.5390
2099473.976,1551240.595,333.7319,502545.0282
2099475.749,1551207.854,334.0236,502546.4753
2099476.949,1551175.078,334.1496,502547.9381
2099478.202,1551142.302,334.0898,502549.4189
2099479.240,1551109.526,334.3225,502550.8389
2099479.183,1551076.725,334.3792,502552.2522
2099478.849,1551043.928,334.2061,502553.6905
2099478.704,1551011.126,334.1594,502555.1500
2099479.275,1550978.343,334.4544,502556.6034
2099479.286,1550945.539,334.4524,502558.0581
2099479.252,1550912.737,334.3382,502559.4840
2099479.099,1550879.935,334.2537,502560.9078
2099479.005,1550847.142,333.9983,502562.3251
2099479.130,1550814.341,333.9581,502563.7301
2099479.060,1550781.537,333.9141,502565.1429
2099478.994,1550748.740,333.7288,502566.5610
2099479.044,1550715.940,333.8608,502567.9656
2099478.587,1550683.141,333.7763,502569.3877
2099478.162,1550650.342,333.9007,502570.7908
2099477.461,1550617.558,334.1578,502572.1929
2099477.420,1550584.758,334.0981,502573.6462
2099477.792,1550551.972,334.0295,502575.1604
2099477.697,1550519.183,334.2809,502576.6578
2099477.423,1550486.401,334.6024,502578.0829
2099477.409,1550453.624,335.0116,502579.5024
2099477.104,1550420.841,335.3529,502580.9160
2099477.412,1550388.087,335.8756,502582.3582
2099478.013,1550355.304,335.6203,502583.8282
2099478.793,1550322.533,335.2358,502585.2604
2099479.010,1550289.735,335.1028,502586.6652
2099478.336,1550256.942,335.1975,502588.0739
2099477.613,1550224.147,335.1949,502589.4739
2099476.324,1550191.374,335.0794,502590.8801
2099476.003,1550158.575,335.0218,502592.3186
2099476.452,1550125.790,335.3076,502593.7933
2099476.398,1550093.004,335.058,502595.2748
2099476.343,1550060.204,334.9381,502596.7012
2099476.527,1550027.406,334.7811,502598.1264
2099476.774,1549994.610,334.5818,502599.5586
2099477.199,1549961.818,334.4303,502600.9879
2099477.696,1549929.066,334.9222,502602.3852
2099478.526,1549896.337,335.3261,502603.8189
2099477.859,1549863.643,334.6402,502605.2742
2099465.595,1549833.674,333.8804,502606.7338
2099443.521,1549809.645,334.2695,502608.1847
2099416.598,1549791.344,335.1883,502609.6007
2099386.739,1549778.463,336.3139,502611.0466
2099354.818,1549771.113,335.9979,502612.4218
2099322.550,1549765.222,335.9271,502613.7060
2099290.045,1549760.844,336.0187,502614.9690
2099257.604,1549764.023,336.1855,502616.2152
2099227.701,1549777.301,336.2424,502617.4485
2099201.665,1549797.129,336.4814,502618.6772
2099180.621,1549822.193,336.6362,502619.9266
2099164.697,1549850.827,336.777,502621.1940
2099153.590,1549881.648,336.9635,502622.4725
2099147.510,1549913.837,336.6547,502623.7644
2099144.830,1549946.495,336.3323,502625.0589
2099143.674,1549979.138,335.4249,502626.2910
2099141.529,1550011.868,335.3558,502627.5495
2099139.667,1550044.605,335.1667,502628.8038
2099138.765,1550077.337,334.5697,502630.0727
2099138.319,1550110.083,333.993,502631.3460
2099138.355,1550142.858,333.5721,502632.5977
2099139.310,1550175.626,333.6914,502633.8413
2099147.148,1550207.312,334.055,502635.0527
2099162.942,1550235.984,334.2003,502636.2531
2099185.102,1550260.026,334.1645,502637.4818
2099212.825,1550277.242,333.5716,502638.7496
2099243.797,1550287.819,333.1828,502639.9166
2099275.690,1550295.475,333.2596,502641.0787
2099308.138,1550300.168,333.2506,502642.3633
2099340.892,1550301.921,333.2126,502643.7627
2099373.677,1550302.986,333.3331,502645.2003
2099406.467,1550303.929,333.3978,502646.6364
2099439.261,1550304.747,333.4626,502648.0626
2099472.063,1550304.905,333.552,502649.4551
2099504.854,1550304.602,333.8081,502650.8330
2099537.629,1550303.974,334.1914,502652.2142
2099570.408,1550303.400,334.5443,502653.6112
2099603.194,1550303.459,334.8594,502655.0280
2099635.973,1550303.463,335.2522,502656.4271
2099668.736,1550303.445,335.7523,502657.8350
2099701.501,1550303.245,336.2422,502659.2754
2099734.271,1550303.297,336.696,502660.7222
2099767.025,1550302.963,337.2414,502662.1342
2099799.783,1550303.115,337.7667,502663.5596
2099832.558,1550302.707,338.1725,502664.9940
2099865.345,1550302.325,338.4755,502666.4280
2099898.122,1550302.313,338.8691,502667.8793
2099930.869,1550302.458,339.4579,502669.3591
2099963.608,1550302.090,340.0791,502670.8202
2099996.364,1550301.862,340.617,502672.2621
2100029.105,1550301.943,341.2393,502673.6697
2100061.833,1550302.163,341.9141,502675.0899
2100094.561,1550301.559,342.5717,502676.5251
2100127.289,1550301.282,343.2392,502677.9393
2100160.030,1550301.935,343.8232,502679.3702
2100192.788,1550302.133,344.3531,502680.8086
2100225.538,1550302.387,344.9229,502682.2309
2100258.281,1550302.430,345.5361,502683.6525
2100291.033,1550302.311,346.0985,502685.0718
2100323.783,1550302.344,346.6767,502686.5106
2100356.536,1550302.332,347.235,502687.9449
2100389.285,1550302.534,347.8159,502689.3758
2100422.035,1550302.788,348.3821,502690.8050
2100454.789,1550302.685,348.94,502692.2316
2100487.532,1550302.825,349.5509,502693.6435
2100520.266,1550303.063,350.1984,502695.0653
2100553.018,1550303.017,350.7685,502696.4920
2100585.781,1550302.745,351.2642,502697.9218
2100618.536,1550302.297,351.7914,502699.3365
2100651.280,1550302.254,352.3985,502700.7494
2100684.034,1550302.354,352.9558,502702.1775
2100716.798,1550302.231,353.45,502703.6081
2100749.562,1550302.074,353.9445,502705.0337
2100782.316,1550301.974,354.4982,502706.4455
2100815.066,1550302.075,355.0759,502707.8751
2100847.820,1550301.927,355.6214,502709.3016
2100880.585,1550301.316,356.0766,502710.7322
2100913.345,1550300.890,356.5792,502712.1610
2100946.113,1550300.832,357.0555,502713.6059
2100978.884,1550300.562,357.5005,502715.0564
2101011.655,1550300.421,357.9445,502716.4971
2101044.412,1550300.479,358.482,502717.9288
2101077.169,1550300.612,359.0168,502719.3584
2101109.934,1550300.508,359.5108,502720.7818
2101142.686,1550300.689,360.0729,502722.2069
2101175.445,1550300.533,360.5925,502723.6360
2101208.206,1550300.584,361.1036,502725.0597
2101240.966,1550300.748,361.6189,502726.4914
2101273.738,1550300.645,362.0673,502727.9192
2101306.502,1550300.603,362.5632,502729.3535
2101339.253,1550300.324,363.1258,502730.7976
2101372.002,1550300.109,363.6999,502732.2231
2101404.747,1550300.545,364.283,502733.6511
2101437.525,1550300.314,364.6685,502735.0820
2101470.323,1550299.891,364.7903,502736.5074
2101503.114,1550299.099,364.6701,502737.9295
2101535.896,1550298.218,364.4173,502739.3487
2101568.682,1550297.503,364.1547,502740.7741
2101601.450,1550296.700,363.7583,502742.2139
2101634.212,1550295.976,363.2953,502743.6464
2101666.979,1550295.340,362.8613,502745.0688
2101699.748,1550294.931,362.4147,502746.4908
2101732.529,1550294.550,362.0536,502747.9206
2101765.300,1550293.840,361.6596,502749.3462
2101798.070,1550293.308,361.2336,502750.7891
2101830.857,1550292.905,360.9268,502752.2428
2101863.647,1550292.396,360.6802,502753.6644
2101896.432,1550291.990,360.3557,502755.0832
2101929.214,1550291.370,360.0416,502756.5111
2101961.998,1550290.737,359.7429,502757.9169
2101994.790,1550290.461,359.4823,502759.3316
2102027.578,1550290.051,359.1997,502760.7807
2102060.358,1550289.338,358.8834,502762.2219
2102093.144,1550288.890,358.5737,502763.6495
2102125.928,1550288.422,358.2582,502765.0736
2102158.710,1550288.089,357.9067,502766.5037
2102191.476,1550287.359,357.4734,502767.9208
2102224.243,1550286.746,357.0298,502769.3384
2102257.001,1550285.948,356.562,502770.7665
2102289.762,1550285.133,356.1055,502772.1932
2102322.510,1550284.266,355.5865,502773.6229
2102355.283,1550283.886,355.1696,502775.0408
2102388.064,1550283.362,354.8265,502776.4757
2102420.854,1550283.188,354.5443,502777.9047
2102453.646,1550283.429,354.2755,502779.3555
2102486.426,1550282.755,353.9563,502780.8095
2102519.207,1550282.159,353.6269,502782.2324
2102551.985,1550281.546,353.2664,502783.6280
2102584.760,1550280.892,352.9005,502785.0286
2102617.519,1550279.795,352.4988,502786.4482
2102650.303,1550279.078,352.2463,502787.8958
2102683.102,1550278.639,352.1247,502789.3225
2102715.900,1550278.365,351.9508,502790.7510
2102748.693,1550278.032,351.7,502792.1420
2102781.479,1550277.693,351.3914,502793.5239
2102814.218,1550276.795,350.8282,502794.9160
2102846.981,1550276.627,350.3348,502796.3053
2102879.763,1550276.540,349.9658,502797.7100
2102912.541,1550276.714,349.5745,502799.1505
2102945.338,1550277.025,349.39,502800.5560
2102978.132,1550277.160,349.1717,502801.9390
2103010.915,1550276.576,348.8699,502803.2985
2103043.691,1550275.751,348.5388,502804.6781
2103076.423,1550275.424,347.8976,502806.1570
2103109.081,1550273.144,347.3747,502807.6414
2103141.859,1550272.156,347.5655,502809.1019
2103174.118,1550267.217,347.5273,502810.4982
2103202.693,1550251.346,347.4986,502811.8191
2103226.837,1550229.280,347.9482,502813.1821
2103244.575,1550201.806,347.8004,502814.6641
2103256.006,1550171.105,347.7945,502816.2144
2103263.477,1550139.179,347.9376,502817.7065
2103268.055,1550106.749,348.3126,502819.1630
2103261.217,1550074.970,348.1102,502820.6112
2103244.060,1550047.132,348.2304,502822.0132
2103220.822,1550024.170,348.561,502823.4468
2103192.446,1550007.855,348.5542,502824.9093
2103161.763,1549996.520,349.1801,502826.4151
2103129.688,1549989.918,349.5275,502827.9659
2103097.122,1549986.042,349.5578,502829.4989
2103064.418,1549983.699,349.2632,502830.9727
2103031.663,1549982.039,349.1108,502832.4197
2102998.901,1549980.700,349.3786,502833.8404
2102966.143,1549979.912,349.8199,502835.2612
2102933.342,1549979.832,349.8779,502836.7022
2102900.549,1549979.668,349.7761,502838.1643
2102867.749,1549980.012,349.817,502839.6210
2102834.960,1549980.924,349.7615,502841.0712
2102802.188,1549981.536,350.0807,502842.5171
2102769.432,1549982.276,350.5553,502844.0138
2102736.664,1549983.444,350.8079,502845.5159
2102703.908,1549984.828,351.0081,502846.9955
2102671.151,1549986.374,350.839,502848.4332
2102638.408,1549987.199,351.2252,502849.8395
2102605.663,1549988.239,351.7056,502851.2895
2102572.902,1549988.809,352.1331,502852.7077
2102540.150,1549989.045,352.6899,502854.1297
2102507.359,1549989.307,352.9182,502855.5943
2102474.568,1549989.815,353.1358,502857.0372
2102441.793,1549991.111,353.2307,502858.4662
2102409.020,1549992.329,353.3784,502859.9089
2102376.231,1549993.054,353.3624,502861.3770
2102343.467,1549992.827,353.8446,502862.8148
2102310.677,1549992.858,354.0793,502864.2550
2102277.898,1549993.061,354.3701,502865.7042
2102245.111,1549993.358,354.6528,502867.1188
2102212.417,1549992.865,355.4022,502868.5024
2102179.798,1549993.019,356.422,502869.8822
2102147.167,1549993.693,357.4017,502871.2975
2102114.510,1549994.371,358.3197,502872.7253
2102081.802,1549995.185,359.022,502874.1411
2102049.070,1549996.109,359.5143,502875.5292
2102016.288,1549997.151,359.6134,502876.9257
2101983.535,1549998.534,359.6043,502878.3272
2101950.757,1549999.226,359.8894,502879.7366
2101918.175,1550001.662,359.1252,502881.2197
2101885.431,1550003.262,358.9749,502882.8004
2101852.781,1550004.855,359.2766,502884.2590
2101820.154,1550004.590,360.2215,502885.6526
2101787.433,1550005.030,360.8731,502887.0664
2101754.675,1550005.537,361.1394,502888.5225
2101721.919,1550006.870,360.8512,502890.0065
2101689.130,1550007.517,360.6906,502891.4669
2101656.354,1550008.779,360.7849,502892.9348
2101623.573,1550009.731,361.0127,502894.3723
2101590.803,1550010.304,361.4188,502895.7857
2101558.067,1550010.698,362.0399,502897.1974
2101525.338,1550011.463,362.6759,502898.6379
2101492.602,1550012.549,363.2047,502900.0968
2101459.862,1550014.145,363.5826,502901.5579
2101427.198,1550014.686,364.4137,502902.9926
2101394.553,1550014.527,365.3046,502904.4133
2101361.781,1550014.796,365.7358,502905.8418
2101328.986,1550014.431,365.7681,502907.2746
2101296.219,1550013.402,365.4513,502908.7220
2101263.431,1550012.584,365.4998,502910.1775
2101230.627,1550012.485,365.4811,502911.6197
2101197.827,1550012.687,365.4761,502913.0462
2101165.039,1550012.952,365.7551,502914.4677
2101132.245,1550012.837,365.6971,502915.9118
2101099.498,1550011.457,365.7541,502917.3367
2101066.767,1550011.082,365.9388,502918.7472
2101034.035,1550011.822,365.3842,502920.1709
2101001.262,1550011.951,365.2019,502921.5634
2100968.472,1550012.486,365.3297,502922.9477
2100935.710,1550013.503,365.6269,502924.3639
2100903.161,1550014.296,364.4659,502925.8064
2100870.382,1550013.405,364.2335,502927.2327
2100837.584,1550012.837,364.2362,502928.6540
2100804.792,1550013.211,364.0989,502930.0284
2100772.027,1550014.283,364.0604,502931.4040
2100739.367,1550015.202,363.1961,502932.8297
2100706.721,1550014.460,362.26,502934.2795
2100674.064,1550013.278,361.4091,502935.7603
2100641.382,1550012.938,360.6263,502937.2541
2100608.648,1550013.519,360.0316,502938.7134
2100576.083,1550015.041,358.9928,502940.1676
2100543.323,1550015.803,358.8689,502941.6428
2100510.534,1550016.354,358.7537,502943.0787
2100477.747,1550015.651,358.7162,502944.5217
2100444.955,1550015.502,358.5621,502945.9570
2100412.163,1550015.410,358.3568,502947.3743
2100379.364,1550015.535,358.1921,502948.7948
2100346.592,1550016.342,357.8834,502950.2212
2100313.803,1550015.544,357.9418,502951.6823
2100281.066,1550015.033,357.4131,502953.1151
2100248.320,1550013.779,356.993,502954.5661
2100215.557,1550013.192,356.5787,502956.0008
2100182.778,1550013.540,356.4113,502957.4489
2100149.996,1550014.246,356.1219,502958.8970
2100117.217,1550013.445,355.8689,502960.3127
2100084.427,1550013.040,355.6638,502961.7408
2100051.656,1550013.214,355.2437,502963.2108
2100018.872,1550013.374,355.3973,502964.6753
2099986.090,1550012.404,355.3505,502966.0823
2099953.314,1550011.348,355.1524,502967.4125
2099920.533,1550010.301,355.1134,502968.7683
2099887.763,1550009.166,355.3734,502970.1076
2099854.985,1550009.985,355.4637,502971.4729
2099822.239,1550011.109,355.0637,502972.8904
2099789.509,1550011.887,354.4993,502974.2847
2099757.039,1550013.162,353.1511,502975.7573
2099724.316,1550012.915,352.7018,502977.2345
2099691.558,1550013.398,352.7606,502978.6785
2099659.538,1550015.544,350.7691,502980.2042
2099627.321,1550015.857,348.9624,502981.6888
2099594.599,1550014.522,348.5189,502983.1600
2099561.840,1550013.047,348.5481,502984.5878
2099529.072,1550012.131,348.8729,502986.0251
2099496.292,1550011.683,349.0221,502987.4929
2099463.542,1550011.116,348.5405,502988.9252
2099430.755,1550010.348,348.7437,502990.3223
2099397.955,1550010.595,348.8252,502991.7634
2099365.166,1550010.683,348.8254,502993.2160
2099333.722,1550002.175,349.2833,502994.6311
2099306.392,1549984.384,349.3246,502996.0228
2099286.570,1549958.500,349.6279,502997.3611
2099275.147,1549927.981,349.3981,502998.6891
2099275.877,1549895.439,348.7377,502999.8653
2099284.998,1549864.046,349.195,503000.9211
2099300.044,1549835.121,350.1295,503001.9802
2099321.539,1549810.492,350.3822,503003.0834
2099348.885,1549792.583,350.2471,503004.1837
2099380.184,1549783.252,349.9172,503005.2900
2099412.611,1549782.793,348.6238,503006.4087
2099444.254,1549789.328,346.9543,503007.5819
2099476.156,1549793.385,345.1471,503008.8149
2099508.686,1549789.855,344.6377,503010.1047
2099541.438,1549790.513,344.5623,503011.4013
2099574.033,1549794.174,344.4128,503012.7533
2099606.659,1549797.574,344.2959,503014.1265
2099639.343,1549800.270,344.4841,503015.4102
2099671.590,1549805.721,344.82,503016.6550
2099700.750,1549820.418,344.817,503017.9683
2099724.527,1549842.872,345.126,503019.4150
2099741.901,1549870.526,345.7189,503020.9250
2099754.027,1549900.907,346.3993,503022.4441
2099762.678,1549932.456,347.0013,503024.1209
2099765.130,1549965.028,347.3561,503025.6899
2099764.423,1549997.740,348.0684,503027.1619
2099764.878,1550030.518,348.3299,503028.5952
2099766.873,1550063.234,347.9929,503030.0588
2099767.700,1550095.983,347.5246,503031.5251
2099770.377,1550128.626,347.0197,503033.0197
2099773.860,1550161.140,346.2435,503034.5412
2099775.840,1550193.772,345.477,503035.9867
2099775.299,1550226.560,345.3233,503037.4046
2099775.643,1550259.311,344.8085,503038.7842
2099775.690,1550292.062,344.2713,503040.1694
2099775.022,1550324.815,343.7685,503041.5477
2099775.572,1550357.550,343.1499,503042.8938
2099776.335,1550390.298,342.6286,503044.2296
2099776.228,1550423.061,342.1513,503045.5797
2099779.230,1550455.701,341.831,503046.9869
2099782.032,1550488.342,341.3562,503048.4046
2099782.131,1550521.053,340.6469,503049.7996
2099780.375,1550553.775,340.1924,503051.2162
2099779.230,1550586.556,340.1795,503052.6831
2099777.974,1550619.332,340.0778,503054.1579
2099776.431,1550652.039,339.4959,503055.6051
2099773.576,1550684.698,339.4384,503057.0787
2099772.990,1550717.485,339.3946,503058.5577
2099772.769,1550750.237,338.8441,503060.0115
2099771.104,1550782.937,338.2632,503061.4469
2099768.613,1550815.627,338.0263,503062.8760
2099767.562,1550848.408,337.9171,503064.3389
2099766.905,1550881.180,337.5432,503065.7516
2099767.078,1550913.965,337.223,503067.1958
