X,Y,ELEVATION,TIME
2101798.608,1557200.261,337.1405,129798.1773
2101765.746,1557526.649,337.5013,129808.1246
2101734.157,1557853.167,337.3974,129818.106
2101702.033,1558179.636,337.5953,129828.1263
2101670.479,1558506.16,337.758,129838.1293
2101636.555,1558830.663,329.2486,129848.2166
2101601.072,1559152.497,313.3375,129857.3602
2101566.59,1559472.973,294.7603,129866.9923
2101532.917,1559789.726,271.2436,129879.1392
2101461.687,1559979.676,304.7516,131670.0075
2101442.278,1559999.246,333.3152,131693.2462
2101435.722,1560008.297,333.4207,131711.3231
2101508.298,1559910.25,335.4707,131740.3471
2101456.776,1559586.307,336.6186,131750.1264
2101404.042,1559262.533,336.8019,131760.1164
2101352.745,1558938.525,336.8921,131770.1419
2101299.246,1558614.879,337.0448,131780.1345
2101248.071,1558290.854,337.0323,131790.1448
2101195.332,1557967.081,337.1365,131800.2121
2101143.364,1557643.18,337.2244,131810.1964
2101091.127,1557319.329,337.2762,131820.1979
2101038.749,1556995.495,337.3062,131830.221
2100987.111,1556671.544,337.4409,131840.2387
2100802.43,1556771.385,336.7958,131857.5413
2100623.997,1557046.651,336.9314,131871.7818
2100445.113,1557321.629,337.0235,131886.0402
2100266.684,1557596.884,337.0375,131900.3058
2100088.433,1557872.265,337.0361,131914.6165
2099910.26,1558147.701,337.1091,131928.9291
2099731.365,1558422.662,337.0894,131943.2403
2099553.55,1558698.327,337.1617,131957.5043
2099426.722,1558993.446,336.6487,131971.8731
2099363.251,1559315.26,336.8255,131986.2287
2099298.435,1559636.834,336.8863,132000.5553
2099234.865,1559958.655,336.9677,132014.8546
2099171.064,1560280.435,337.0464,132029.1553
2099106.034,1560601.953,337.0193,132043.4771
2099130.794,1560854.966,336.1405,132060.9187
2099393.397,1560823.427,336.1299,132077.6359
2099465.766,1560503.504,336.7544,132091.6522
2099534.494,1560182.744,336.6966,132105.9293
2099603.158,1559861.968,336.8275,132120.2463
2099671.766,1559541.193,336.9146,132134.5662
2099740.062,1559220.353,336.9989,132148.8338
2099821.718,1558905.224,337.1906,132163.2218
2100000.96,1558630.633,336.4694,132177.508
2100177.584,1558354.203,336.5085,132191.8106
2100354.766,1558078.135,336.6689,132206.0997
2100531.505,1557801.775,336.8979,132220.4186
2100708.316,1557525.464,336.7421,132234.7389
2100885.483,1557249.395,337.0557,132249.0203
2101062.971,1556973.53,337.2204,132263.3046
2101266.834,1556789.906,336.4411,132279.802
2101579.421,1556889.367,336.4294,132293.8408
2101891.328,1556990.964,336.8955,132308.1117
2102203.346,1557092.246,336.9937,132322.3931
2102369.392,1557263.522,336.9258,132339.3283
2102072.352,1557174.365,337.1822,132356.0506
2101761.383,1557070.01,337.3353,132370.2966
2101450.399,1556965.661,337.4559,132384.606
2101139.065,1556862.326,337.3443,132398.8681
2100827.996,1556758.182,337.4701,132413.1419
2100606.773,1556924.328,337.8462,132429.1996
2100749.98,1557078.94,336.7724,132446.6358
2101061.098,1557182.923,337.2122,132460.8858
2101372.129,1557287.188,337.3048,132475.1661
2101683.212,1557391.302,337.2444,132489.46
2101994.436,1557495.001,337.2627,132503.7147
2102254.299,1557530.319,337.0002,132521.1785
2102142.318,1557224.701,337.806,132531.6522
2102005.788,1556981.144,337.6075,132546.3869
2101960.898,1557306.022,337.1854,132561.1564
2101918.028,1557631.249,337.1046,132575.4721
2101872.794,1557956.139,337.1884,132589.7842
2101830.437,1558281.422,337.2694,132604.0784
2101785.652,1558606.388,337.3659,132618.3396
2101742.256,1558931.515,337.3564,132632.6569
2101698.475,1559256.613,337.4304,132646.9929
2101655.383,1559581.811,337.3728,132661.3273
2101610.767,1559906.798,337.4796,132675.6383
2101566.984,1560231.895,337.5458,132689.8971
2101492.83,1560425.895,336.2343,132711.4492
2101511.173,1560164.071,283.9415,132739.363
2105130.96,1531947.364,293.4876,213172.3592
2105161.656,1531887.412,314.7305,213192.5126
2105157.696,1531928.406,314.953,213212.288
2105119.513,1531957.415,315.4373,213231.5644
2105136.461,1531982.43,315.2254,213249.9185
2105097.524,1532033.023,319.7784,213271.9688
2104906.256,1532299.481,320.8791,213281.8148
2104718.192,1532568.26,320.8849,213291.8179
2104543.132,1532701.934,320.1035,213305.6515
2104443.155,1532389.545,321.1456,213319.6082
2104344.209,1532076.793,321.2664,213333.8882
2104246.134,1531763.758,321.2772,213348.1331
2104146.993,1531451.086,321.4665,213362.4642
2104049.649,1531137.829,321.5167,213376.791
2103951.306,1530824.888,321.6768,213391.0945
2103853.112,1530511.898,321.8715,213405.3847
2103754.791,1530198.943,321.8765,213419.698
2103656.045,1529886.125,321.9933,213434.021
2103351.591,1529869.507,320.5531,213450.1143
2103449.13,1529917.59,319.5462,213469.3257
2103776.824,1529902.534,319.8524,213483.5737
2104104.558,1529888.279,319.8578,213497.8477
2104432.279,1529873.681,319.9218,213512.1215
2104570.731,1530063.09,320.2697,213529.0836
2104379.44,1530188.708,320.1596,213545.8659
2104051.629,1530200.849,320.317,213560.106
2103723.909,1530214.814,320.2929,213574.3945
2103396.112,1530227.459,320.439,213588.6405
2103481.265,1530502.583,319.4123,213605.9631
2103628.317,1530750.479,319.2654,213622.8808
2103898.438,1530664.601,319.9444,213639.9876
2103803.766,1530350.633,321.2228,213653.7871
2103704.01,1530038.148,321.6515,213668.0834
2103607.3,1529724.69,321.8511,213682.3574
2103508.178,1529412.003,321.974,213696.6877
2103409.973,1529099.013,322.1248,213711.0061
2103311.454,1528786.124,322.2376,213725.295
2103190.116,1528532.9,321.3901,213742.6499
2102928.907,1528653.264,320.619,213759.398
2103024.468,1528967.049,320.4359,213773.3805
2103122.787,1529279.992,320.312,213787.7101
2103221.392,1529592.858,320.4132,213801.9929
2103319.704,1529905.815,320.6271,213816.3065
2103418.831,1530218.518,320.5477,213830.644
2103516.693,1530531.614,320.42,213844.9555
2103614.945,1530844.576,320.3699,213859.2193
2103712.627,1531157.727,320.3396,213873.5478
2103810.87,1531470.696,320.2102,213887.8293
2103909.065,1531783.684,320.0404,213902.1071
2104008.578,1532096.255,320.0576,213916.4418
2104107.081,1532409.149,320.1662,213930.762
2104204.493,1532722.382,320.17,213945.0744
2104302.767,1533035.348,320.3765,213959.3534
2104400.999,1533348.335,320.4463,213973.6578
2104499.413,1533661.252,320.3951,213987.9003
2104598.086,1533974.079,320.5368,214002.2592
2104696.189,1534287.059,320.356,214016.5416
2104794.227,1534600.029,320.3355,214030.8614
2104892.667,1534912.921,320.5168,214045.1912
2104990.551,1535226.014,320.4888,214059.4715
2105089.205,1535538.869,320.5087,214073.7903
2105187.829,1535851.734,320.6656,214088.1331
2105285.341,1536164.939,320.8445,214102.4324
2105383.834,1536477.842,320.9729,214116.7377
2105552.421,1536648.059,320.4213,214133.8741
2105732.138,1536494.12,320.8816,214150.7746
2105634.491,1536180.979,321.6089,214164.8354
2105536.616,1535867.889,321.7452,214179.0991
2105437.57,1535555.162,321.822,214193.4591
2105339.453,1535242.141,321.9565,214207.7109
2105240.811,1534929.308,322.0755,214222.0071
2105142.61,1534616.34,321.9479,214236.3445
2105043.147,1534303.772,322.1112,214250.6464
2104946.208,1533990.533,322.202,214264.9504
2104847.561,1533677.689,322.2203,214279.2305
2104750.0,1533364.494,322.3453,214293.5014
2104651.174,1533051.706,322.49,214307.817
2104551.675,1532739.122,322.6962,214322.1374
2104454.063,1532425.954,322.8999,214336.4104
2104378.636,1532133.177,322.3865,214353.6818
2104664.783,1532028.129,288.4422,214368.9855
2104952.16,1531964.962,245.8605,214385.5365
2105688.646,1536790.618,276.479,217068.4919
2105631.135,1536776.352,330.612,217089.6594
2105630.909,1536813.649,319.6246,217108.263
2105669.897,1536830.66,308.5476,217128.1738
2105714.503,1536814.083,308.7867,217147.8094
2105564.141,1536574.0,309.3176,217162.6458
2105395.271,1536292.804,310.0531,217172.5302
2105229.239,1536009.899,310.2399,217182.5432
2105328.885,1536088.309,308.6852,217201.9514
2105505.515,1536364.689,308.7752,217216.1738
2105680.737,1536641.98,308.6836,217230.4569
2105857.266,1536918.456,308.6028,217244.7589
2106032.679,1537195.637,308.5285,217259.0229
2106209.376,1537471.972,308.9497,217273.328
2106385.293,1537748.755,308.9918,217287.5739
2106561.66,1538025.317,308.6159,217301.8697
2106738.285,1538301.735,308.7964,217316.1841
2106913.539,1538579.024,309.0396,217330.5169
2107090.287,1538855.367,308.9938,217344.807
2107266.357,1539132.147,309.2799,217359.1015
2107442.126,1539409.085,309.6846,217373.4004
2107618.646,1539685.564,309.707,217387.6557
2107794.695,1539962.291,309.5785,217401.9601
2108098.343,1539926.57,309.7104,217418.4015
2108203.319,1539977.224,309.3918,217438.1766
2107878.43,1540022.141,310.2373,217452.0673
2107553.611,1540067.736,310.0305,217466.2666
2107228.944,1540114.51,309.9658,217480.55
2106904.018,1540159.373,310.0893,217494.8664
2106579.26,1540205.44,310.2522,217509.0384
2106254.329,1540250.457,310.2371,217523.4127
2106107.214,1540044.4,310.1417,217540.0607
2106294.33,1539913.697,309.5049,217558.6994
2106618.773,1539865.271,309.7254,217572.9557
2106943.271,1539817.223,310.0201,217587.1956
2107267.65,1539768.434,309.9541,217601.4853
2107592.092,1539719.942,310.0659,217615.7425
2107916.645,1539672.216,310.0107,217630.025
2108227.841,1539630.592,309.9159,217646.5837
2108100.695,1539825.669,310.0203,217664.8951
2107921.957,1539550.776,310.389,217678.8265
2107745.722,1539274.144,310.5354,217693.0338
2107571.191,1539030.585,310.3064,217710.0238
2107280.008,1539181.404,310.8613,217723.8987
2107219.107,1539328.25,309.2964,217744.1122
2107505.779,1539168.839,309.0633,217758.139
2107791.949,1539008.475,309.1375,217772.4
2108077.691,1538847.347,309.0055,217786.7066
2108363.655,1538686.652,309.2806,217800.9159
2108628.489,1538565.413,309.4673,217818.0982
2108760.735,1538835.542,308.8729,217834.7146
2108473.739,1538994.04,310.1772,217848.6152
2108183.879,1539147.568,310.489,217862.8526
2107894.269,1539301.589,310.6984,217877.0837
2107604.548,1539455.39,310.7939,217891.4015
2107338.686,1539607.106,310.08,217908.6124
2107584.949,1539823.583,308.6987,217923.3464
2107889.776,1539711.924,309.9085,217938.7394
2107893.232,1539503.795,310.8046,217955.7633
2107717.838,1539226.602,311.1725,217969.9437
2107540.92,1538950.369,311.1355,217984.2825
2107364.67,1538673.718,311.1437,217998.6118
2107187.97,1538397.373,311.1725,218012.9232
2107012.344,1538120.375,311.5313,218027.1362
2106836.741,1537843.328,311.3405,218041.3948
2106660.387,1537566.738,311.3694,218055.7738
2106483.382,1537290.598,311.3666,218070.0548
2106306.058,1537014.666,311.4578,218084.3684
2106132.136,1536736.569,311.6422,218098.6211
2105954.496,1536460.812,311.4975,218112.9455
2105778.51,1536184.03,311.5876,218127.2464
2105602.775,1535907.073,311.5461,218141.5231
2105551.177,1535795.545,310.1711,218168.131
2105591.501,1536118.218,309.6337,218178.1865
2105410.673,1536350.502,293.5574,218195.3179
2105557.478,1536576.846,248.6343,218221.9011
2105733.391,1536809.498,209.1586,218251.852
