1123,1552240.058,2098856.654,831.8112,210300
1124,1552262.186,2098882.329,831.7319,210300
1125,1552132.247,2098956.036,831.8752,210300
1126,1552142.378,2098964.894,831.6515,210300
1127,1552151.033,2098976.582,831.606,210300
1128,1551915.822,2099165.155,820.5979,210300
1129,1551905.811,2099153.964,820.9063,210300
1130,1551925.802,2099175.681,820.4797,210300
1131,1551407.928,2099604.381,826.5862,210300
1132,1551412.831,2099617.364,827.3455,210300
1133,1551402.959,2099591.316,826.3704,210300
1134,1550963.242,2099583.45,831.8825,210300
1135,1550962.619,2099597.49,832.6374,210300
1136,1550148.386,2099565.659,838.1225,210300
1137,1550158.528,2099575.14,837.7044,210300
1138,1550168.198,2099585.209,837.2416,210300
1139,1550138.269,2100525.641,859.6151,210300
1140,1550152.005,2100527.516,858.99,210300
1141,1550128.866,2101254.785,948.9313,210300
1142,1550142.583,2101254.446,949.0484,210300
