1375563.5100,653812.3420,327.8610
1375569.3365,653822.6888,327.9218
1375575.3000,653832.4960,327.3830
1376040.9370,653508.5820,328.3900
1376049.6670,653519.8400,327.2790
1376056.7020,653531.1110,326.8900
1376334.6710,653138.2390,326.4430
1376334.2190,653140.0150,325.9850
1376346.3370,653142.8870,325.7290
1376346.8200,653141.3600,326.3630
1376358.6240,653146.7580,325.9360
1376359.9630,653144.1816,326.5001
1376294.5430,652888.3470,349.7400
1376294.0700,652885.8450,349.5200
1376282.4090,652888.2260,349.1760
1376283.6280,652892.2960,349.2560
1376271.5730,652891.7860,348.8430
1376272.2010,652894.0485,349.0400
