X,Y,TIME,NORTH_VEL,EAST_VEL,DOWN_VEL,ROLL,PITCH,HEADING,ELEVATION
683687.73,410750.384,588029.031,-0.0015,-0.0006,-0.0001,-0.5981,3.3362,294.6101,291.1194
683687.729,410750.383,588034.0311,0.0005,0.0004,0.0011,-0.5941,3.3429,294.6144,291.1223
683687.732,410750.384,588039.0312,0.0001,0.0004,0.0009,-0.5993,3.3411,294.6184,291.127
683687.733,410750.384,588044.0312,0.0009,-0.0003,0.0011,-0.5974,3.3486,294.6151,291.1326
683687.732,410750.383,588049.0313,-0.0,-0.0004,-0.0003,-0.597,3.3504,294.618,291.1343
683687.734,410750.382,588054.0314,0.0004,0.0001,0.0002,-0.5992,3.3512,294.6185,291.1349
683687.736,410750.383,588059.0315,0.0001,-0.0004,0.0003,-0.5992,3.3432,294.6191,291.1359
683687.736,410750.383,588064.0315,0.0003,0.0,0.0007,-0.5977,3.3403,294.6191,291.1382
683687.735,410750.387,588069.0316,-0.0001,0.0003,0.0004,-0.6011,3.347,294.617,291.1423
683687.737,410750.385,588074.0317,0.0004,-0.0004,-0.0002,-0.5984,3.3425,294.6189,291.1416
683687.734,410750.384,588079.0317,-0.0011,0.0004,-0.001,-0.596,3.3414,294.62,291.1389
683687.734,410750.384,588084.0318,0.0002,0.0003,-0.0012,-0.5971,3.3512,294.6163,291.1339
683687.735,410750.385,588089.0319,-0.0,-0.0,-0.0008,-0.5962,3.3407,294.6151,291.128
683687.733,410750.385,588094.0319,0.0004,0.0001,-0.0007,-0.5963,3.3433,294.6178,291.1238
683687.733,410750.388,588099.032,0.0004,0.0005,0.0007,-0.5941,3.3494,294.6143,291.124
683687.733,410750.389,588104.0321,-0.0007,-0.0005,0.0003,-0.6009,3.347,294.614,291.1255
683687.722,410750.389,588109.0321,-0.0,-0.0,0.0002,-0.5965,3.3491,294.6137,291.124
683687.732,410750.388,588114.0322,-0.0025,0.0009,-0.0001,-0.5996,3.3432,294.6133,291.1298
683687.73,410750.388,588119.0323,-0.002,0.0002,0.0001,-0.598,3.3411,294.6151,291.1368
683687.736,410750.385,588124.0323,-0.0005,0.0007,0.0002,-0.5981,3.344,294.6165,291.1444
683687.726,410750.388,588129.0324,-0.0036,-0.0006,-0.0019,-0.5993,3.3457,294.6124,291.1398
683687.725,410750.384,588134.0325,-0.0014,-0.0002,-0.0014,-0.5952,3.3399,294.6139,291.1377
683687.723,410750.386,588139.0325,-0.0032,0.0017,-0.0027,-0.5933,3.3435,294.6182,291.133
683687.719,410750.388,588144.0326,-0.0019,0.0009,-0.0013,-0.597,3.3464,294.6215,291.1298
683687.714,410750.39,588149.0327,-0.0019,0.0002,0.0001,-0.5942,3.3488,294.6147,291.1314
683687.736,410750.384,588154.0328,-0.0,-0.0001,0.0004,-0.5963,3.3443,294.6128,291.1469
683687.735,410750.383,588159.0328,0.0003,0.0005,0.0005,-0.5973,3.3494,294.6125,291.1479
683687.736,410750.384,588164.0329,-0.0007,0.0006,-0.0014,-0.6009,3.3477,294.6127,291.1459
683687.725,410750.389,588169.033,-0.0011,0.0009,-0.0014,-0.6042,3.3437,294.6104,291.1371
683687.724,410750.389,588174.033,-0.0036,-0.0,-0.0015,-0.5984,3.3459,294.6058,291.1355
683687.722,410750.39,588179.0331,-0.0012,0.0005,-0.0006,-0.5915,3.3432,294.6074,291.1346
683687.724,410750.391,588184.0332,0.0003,-0.0006,-0.0008,-0.5953,3.3466,294.6061,291.1364
683687.737,410750.383,588189.0333,0.0003,0.0,-0.0011,-0.5935,3.3452,294.6115,291.1375
683687.733,410750.385,588194.0333,-0.0017,-0.0002,-0.0014,-0.5953,3.3472,294.6111,291.131
683687.73,410750.383,588199.0334,-0.0035,0.0005,-0.0011,-0.5956,3.3455,294.6103,291.1298
683687.725,410750.385,588204.0335,-0.0028,0.0009,-0.0011,-0.5968,3.3389,294.6016,291.1306
683687.727,410750.386,588209.0335,-0.0038,0.0012,-0.0012,-0.595,3.3424,294.6036,291.1323
683687.719,410750.387,588214.0336,-0.0039,0.0008,-0.0019,-0.5952,3.3426,294.5995,291.1305
683687.726,410750.383,588219.0337,-0.0045,0.0007,-0.0026,-0.5951,3.346,294.5967,291.1319
683687.708,410750.384,588224.0338,-0.0054,0.0006,-0.0028,-0.5945,3.3422,294.5986,291.1207
683687.713,410750.379,588229.0338,-0.0042,0.0003,-0.0009,-0.5936,3.3473,294.5991,291.1286
683687.734,410750.371,588234.0339,0.0004,0.0,0.0009,-0.5918,3.3438,294.5967,291.1443
683687.735,410750.376,588239.034,-0.0003,0.0006,-0.0003,-0.5982,3.3451,294.6038,291.1459
683687.732,410750.376,588244.034,-0.0001,-0.0002,-0.0009,-0.5946,3.3467,294.6033,291.1437
683687.733,410750.375,588249.0341,0.0003,-0.0005,0.0002,-0.5967,3.3463,294.607,291.1421
683687.734,410750.373,588254.0342,-0.0003,-0.0001,-0.0,-0.5968,3.3471,294.5995,291.1422
683687.73,410750.376,588259.0343,-0.0024,0.0005,0.0,-0.5958,3.3403,294.5995,291.1411
683687.709,410750.38,588264.0343,-0.0039,0.0005,-0.0,-0.5942,3.3417,294.5988,291.1394
683687.717,410750.378,588269.0344,-0.0043,0.0017,-0.0015,-0.5994,3.3432,294.602,291.1478
