1375518.8389,653743.2518,322.0024
1375529.6316,653759.9039,321.7572
1375539.9781,653776.3252,321.2341
1375975.6609,653446.9211,323.0975
1375989.6996,653464.0350,323.2440
1376004.2930,653479.5373,323.7986
1376223.2370,653127.8975,322.2830
1376226.8580,653114.7420,324.5920
1376248.6980,653118.8250,324.1380
1376245.9780,653132.4520,322.2580
1376271.4915,653125.0860,324.1610
1376268.6000,653137.0370,322.2380
1376184.6260,652923.6620,346.1750
1376181.4570,652909.8200,346.4820
1376192.8810,652907.6620,346.9260
1376196.0020,652920.7710,346.4190
1376207.7020,652918.6810,346.5540
1376203.9815,652904.6100,346.7445
