1376621.5960,652621.5550,371.6760
1376623.0930,652619.9870,371.8740
1376622.8900,652619.8430,361.7080
1376621.5330,652620.9440,361.3660
1376621.5660,652620.5190,351.1040
1376623.0060,652619.6980,351.3650
1376482.1260,652882.5440,345.3970
1376474.0620,652896.2060,355.2420
1376464.9940,652909.2220,363.7770
1376463.8470,652910.9730,318.7530
1376472.4910,652897.0290,318.7500
1376480.9560,652883.6585,318.4945
1376137.7920,652995.4840,345.6690
1376123.7840,652986.2820,345.6870
1376110.6875,652980.2702,346.0292
1376138.5920,652996.6250,311.1700
1376125.5927,652988.0890,310.3470
1376111.0337,652980.8243,310.7746
