1376116.2443,652979.5007,310.6230
1376129.2525,652987.4755,310.1325
1376144.1960,652994.9180,310.6810
1376136.7580,652991.6150,344.5050
1376122.4010,652982.8470,344.9600
1376109.2980,652975.3870,344.7070
1376467.2770,652898.6330,318.2160
1376474.2780,652885.3070,318.0170
1376458.1890,652912.0140,318.3280
1376467.3984,652905.0684,363.1138
1376476.9740,652891.1410,354.6050
1376484.7233,652877.7107,344.5327
1376628.3640,652616.6400,350.3400
1376619.3370,652625.2470,350.2700
1376619.2610,652625.5690,360.6020
1376628.3040,652617.0250,360.6910
1376628.5080,652617.4700,370.8600
1376619.6260,652625.9720,370.9650
