1376010.7335,652808.5350,321.0540
1376014.4280,652798.8880,321.1230
1376028.1140,652806.5240,320.6910
1376024.0080,652813.3240,319.0050
1376037.3390,652821.2880,320.5160
1376041.9560,652811.1230,320.7170
1375831.2480,652920.8740,331.5160
1375825.9890,652911.2980,331.7090
1375820.0520,652900.9380,331.4550
1375831.2270,652895.7370,331.3800
1375836.9440,652905.3630,330.9040
1375841.8110,652915.7660,330.8860
1375337.5513,653180.2160,336.9095
1375336.6929,653178.4728,327.6946
1375337.0731,653179.3946,318.5794
