1376015.1400,652806.3680,321.4910
1376015.6200,652803.7640,321.6680
1376029.0915,652812.7050,320.8800
1376029.1880,652810.6450,320.9890
1376043.0530,652816.0990,321.0790
1376042.1830,652819.2570,320.8640
1375826.4272,652897.7108,332.3717
1375824.4410,652898.5310,332.3670
1375829.6070,652908.6180,332.0900
1375832.1940,652907.6160,332.0750
1375836.9330,652918.2060,331.8780
1375834.9650,652919.3500,331.6760
1375338.4385,653182.0711,341.6835
1375337.7513,653180.6992,332.2165
1375338.5349,653182.4929,322.7495
