1375345.4815,653197.5038,317.7803
1375345.8955,653198.2884,327.1179
1375345.1495,653196.5740,336.7295
1375860.3150,652987.8170,327.5630
1375854.6560,652977.5910,327.8470
1375851.2730,652966.9750,328.4500
1375862.1030,652961.8450,328.4740
1375866.6640,652972.4180,328.1980
1375871.5820,652983.0290,327.8260
1376263.2800,652773.5080,310.4745
1376268.6400,652784.0360,310.4620
1376272.8227,652794.3800,310.0447
1376285.7420,652789.5980,310.5420
1376280.8950,652779.2130,310.8020
1376275.7780,652769.2480,311.1310
1376470.6100,652742.3720,326.2670
1376479.2810,652730.0520,328.3090
1376485.9900,652717.4060,328.9000
1376476.2010,652733.1285,342.8200
1376483.8440,652720.8310,344.1970
1376491.3140,652708.9090,344.2460
