1375345.4255,653197.3265,322.7342
1375345.9927,653198.4405,332.1992
1375345.2396,653196.7125,341.6173
1375857.9910,652963.4840,329.0790
1375855.6150,652964.5640,329.0220
1375863.2520,652974.0900,328.6110
1375860.5770,652975.2130,328.6760
1375867.4760,652984.6050,328.2140
1375865.0900,652985.6150,328.1740
1376270.1081,652770.4508,311.1666
1376267.1920,652772.0530,311.1950
1376275.5010,652780.6550,310.9330
1376272.5290,652782.1100,310.8210
1376279.2788,652791.4754,310.7099
1376277.3490,652792.6070,310.5600
1376491.5940,652716.1405,329.9355
1376485.0605,652728.8690,329.5285
1376476.8190,652740.7050,327.3980
1376477.9350,652739.3500,343.9240
1376492.8545,652714.8495,345.6065
1376485.4475,652727.4480,345.3210
