1375591.1540,653854.1950,326.8870
1375597.4933,653862.1583,326.8313
1375604.2115,653873.5115,326.4030
1376083.1087,653552.7663,325.7077
1376089.3050,653564.7510,326.0980
1376096.4290,653576.7750,325.9620
1376433.1150,653152.9250,311.3510
1376432.6420,653155.2880,311.2310
1376459.7030,653164.3210,311.1450
1376458.4260,653166.4700,310.1410
1376487.1940,653173.0620,311.5160
1376485.9600,653175.9250,310.5400
1376350.8065,652837.3357,367.8660
1376364.2064,652833.8412,367.8675
1376391.4786,652826.7295,367.9139
1376377.7255,652830.3157,367.7985
