1375590.9402,653854.7073,319.9354
1375597.5686,653864.1038,319.8793
1375604.8410,653873.1060,319.8270
1376080.9443,653550.1200,321.6556
1376086.9408,653561.7846,321.2376
1376093.8667,653573.2421,320.7097
1376428.6430,653158.6160,309.6770
1376430.5680,653144.3980,311.1000
1376456.8960,653156.0230,310.6190
1376454.7000,653170.3950,309.4170
1376484.5240,653165.5140,311.0420
1376482.0770,653180.0290,309.8760
1376351.0734,652837.2425,359.3949
1376371.1712,652832.0033,360.3042
1376391.2853,652826.7553,359.3729
