Pole Point #,Pole X,Pole Y,Nearest X,Nearest Y,Distance,Time
115000.0,576311.3581,934160.6997,576426.71,934143.73,116.59344557779637,228697.762
115001.0,576288.1816,934185.3221,576429.77,934164.37,143.13023967342474,228697.9618
115002.0,576146.5725,934047.8185,576167.77,934055.37,22.502425613687446,228080.2502
115003.0,576169.3256,934026.9803,576177.0,934029.76,8.16230037734644,228080.5599
115004.0,576015.4146,933883.349,576091.06,933795.62,115.83869812016414,227846.2887
115005.0,576003.0328,933913.4618,576099.53,933802.95,146.71253370826147,227846.1438
115006.0,576123.2096,933588.4097,576006.86,933722.25,177.342762255049,227847.7322
115007.0,576200.1019,933373.9814,576316.55,933358.9,117.42064818241955,228689.9046
115008.0,576278.0425,933159.9847,576291.69,933158.5,13.728022084010217,228687.7268
115009.0,576351.2456,932956.213,576268.8,932965.84,83.00575936858743,228685.6188
115010.0,576425.312,932752.6918,576576.44,932794.2,156.7246089521565,228096.0747
115011.0,576436.1731,932673.5972,576281.03,932614.53,166.00697453251124,228837.1909
115012.0,576421.1881,932525.7682,576329.17,932490.19,98.65667257137265,228838.8193
115013.0,576397.2783,932289.1497,576406.97,932293.2,10.503998237784261,228841.3518
115014.0,576379.3337,932108.2641,576466.26,932142.71,93.50241525492332,228843.2599
115015.0,576334.825,931674.5822,576475.14,931652.72,142.0079399676506,228267.7271
115016.0,576314.777,931459.4901,576444.73,931442.36,131.07716252271786,228270.1797
115017.0,576291.5677,931238.2181,576417.79,931224.67,126.94731202710132,228272.7022
115018.0,576267.0212,931005.343,576399.91,930997.99,133.09207254551094,228275.3147
115019.0,576173.3425,931031.2132,576096.88,931040.11,76.97835381776711,228664.4845
115020.0,576183.2316,930882.1012,576079.97,930893.66,103.9065151567388,228662.8561
115021.0,576253.2777,930847.3649,576395.84,930846.22,142.56689720021777,228277.063
115022.0,576133.7704,930683.3481,576058.27,930691.04,75.89120980570999,228660.5883
115023.0,576208.8814,930572.3699,576047.82,930590.19,162.04422400680681,228659.4544
115024.0,576151.0907,930497.5134,576039.18,930509.43,112.54336999586238,228658.5453
115025.0,576218.8903,930502.0293,576397.51,930501.08,178.6222225776911,228280.9942
115026.0,576193.2202,930254.781,576015.14,930272.64,178.97346594685598,228655.8829
115027.0,576168.3797,930020.6795,575989.56,930040.45,179.90930431285864,228653.2754
115028.0,576145.3589,929790.5345,575961.32,929814.46,185.58757033669167,228650.7329
115029.0,576121.9819,929567.6708,575932.56,929593.53,191.1788545426435,228648.2304
115030.0,576099.4521,929341.9382,576279.26,929316.93,181.53867623636387,228294.7557
115031.0,576075.4504,929117.6214,576248.96,929094.65,175.02361700671446,228297.3182
115032.0,576053.3921,928885.3403,576220.84,928866.32,168.5246896643752,228299.9307
115033.0,576030.8329,928664.7689,576196.09,928646.47,166.26713097181508,228302.3982
115034.0,576008.2955,928435.4501,576175.88,928422.94,168.05078768711817,228304.8559
115035.0,575987.0913,928207.8035,576159.91,928196.58,173.18276479477717,228307.2985
115036.0,575963.6714,927986.697,576148.18,927976.65,184.7819409005714,228309.6761
115037.0,575943.0205,927779.7171,575765.56,927787.79,177.64402825492053,228628.3148
115038.0,575919.0925,927554.1587,575752.17,927567.14,167.42650673037093,228625.9022
115039.0,575896.5047,927331.3491,575732.04,927347.51,165.25680692456905,228623.4746
