1375555.6914,653510.4841,343.7439
1375568.5126,653532.7241,343.8380
1375581.2450,653554.8041,343.9964
1375849.7620,653316.9810,356.0330
1375851.3360,653317.0520,355.5450
1375849.1940,653321.9020,356.3490
1375850.1100,653322.7710,356.2450
1375883.6810,653335.9000,357.1550
1375884.4120,653337.2660,356.5290
1375885.6590,653332.6950,356.4990
1375886.7470,653332.4670,356.5540
1375762.8070,652875.6800,374.5790
1375763.8300,652879.5060,374.7630
1375788.8480,652869.3160,374.9830
1375789.4490,652872.7910,375.1330
1375737.7530,652882.5420,375.1700
1375738.4930,652885.7010,374.8600
