1375553.3120,653510.6900,331.3760
1375554.2530,653511.8320,331.3710
1375566.4740,653534.0360,331.5440
1375567.5357,653535.1658,331.6598
1375580.7539,653556.4506,331.7164
1375582.5862,653556.9587,331.9799
1375908.3710,653355.1480,354.4710
1375909.0380,653356.4940,354.1380
1375918.0840,653335.9400,354.7290
1375916.4020,653336.2740,355.1210
1375883.2130,653319.1360,355.0890
1375881.9990,653319.5260,354.9800
1375873.5620,653342.2280,355.1790
1375874.5370,653343.3000,354.5500
1375848.6480,653306.9160,354.6240
1375847.2639,653307.0090,355.1249
1375839.6850,653327.9480,354.3810
1375840.4830,653329.4210,354.0830
1375742.4890,652897.9610,372.2220
1375741.0880,652898.2050,372.6600
1375733.6720,652870.1690,372.0530
1375735.2180,652869.8320,371.8560
1375760.0660,652863.4280,371.1510
1375758.5900,652863.6690,371.2860
1375785.9200,652857.4610,371.9750
1375784.2790,652858.2730,372.2040
1375791.6260,652883.7670,372.8920
1375793.1260,652883.5040,372.8910
1375766.1740,652890.8030,372.2620
1375767.6210,652890.5900,372.6360
