1375983.3000,653049.0630,418.7200
1375984.0150,653047.4290,388.6020
1375995.6360,653052.6710,390.0620
1375994.0430,653055.1790,421.2420
1375975.4710,653087.7270,391.3300
1375964.3340,653082.5940,389.6010
1375958.7370,653117.5230,391.0830
1375947.1120,653111.7890,389.7590
1375928.5810,653145.0570,419.6690
1375927.6360,653147.0100,389.6900
1375939.4120,653153.0420,390.8810
1375940.3070,653151.1640,421.4440
1376461.7334,652951.0626,427.9915
1376462.1209,652952.4907,428.0211
1376462.3375,652952.9200,451.6449
1376462.4453,652954.0525,404.7035
1376462.7371,652954.3931,451.6449
1376469.3939,652978.9358,451.7982
1376469.2646,652979.1975,404.6195
1376469.8403,652980.5839,451.6141
1376469.9089,652981.2011,428.3880
1376470.3223,652982.7265,428.3880
1376469.6799,652980.7293,404.6195
1376707.7090,652888.2380,385.4920
1376708.4380,652889.5380,385.2570
1376718.6150,652868.8890,384.4980
1376719.8670,652868.8930,383.9095
1376717.2880,652869.1415,408.3605
1376715.8570,652869.5500,408.6880
1376706.3150,652886.0120,409.0800
1376707.1370,652887.4820,408.8010
1376735.1140,652904.9840,385.3930
1376735.8483,652906.5903,384.9797
1376748.0060,652885.6720,383.7220
1376746.7830,652885.5370,384.3710
1376632.9832,652463.0973,406.1405
1376631.4091,652463.4636,406.1777
1376629.8032,652463.8175,430.0493
1376631.1837,652463.4963,429.9766
1376659.5796,652456.9081,406.2161
1376657.9972,652457.2764,406.1995
1376747.4080,652887.7800,431.4630
1376748.3950,652887.0995,431.5065
1376749.8998,652884.6173,407.6482
1376751.3410,652883.9110,407.2150
1376735.5074,652904.9876,432.5200
1376736.2313,652906.1840,431.9160
1376735.5060,652909.0465,408.6720
1376736.2050,652910.3265,408.2120
1376708.0100,652888.3120,432.5880
1376708.6060,652889.6320,432.4630
1376659.6258,652456.8585,453.0987
1376658.0364,652457.2283,453.1334
1376632.0669,652463.2712,453.4918
1376633.5569,652462.9245,453.4918
1376660.0553,652456.7780,429.6688
1376661.5132,652456.4387,429.6688
1376462.0803,652952.7076,404.6751
