575679.63,922821.52,228370.4368,-3.2427,-25.3040,-1.9552,0.3379,-0.9526,198.7046,1155.789,525000
575199.09,920796.49,228395.4124,-5.6851,-24.9469,-1.4599,-3.7043,0.2729,194.6334,1147.501,530000
574785.79,918733.28,228420.3880,-4.2548,-25.7707,0.5834,-1.8485,-0.9352,195.4612,1130.33,535000
575224.54,916333.61,228445.3636,14.5601,-30.4671,-0.3207,-1.5834,0.8730,164.0099,1182.564,540000
574871.63,914595.61,228470.3392,-21.0573,7.8373,-2.0227,10.7776,-5.7691,306.0664,1209.71,545000
573916.18,916036.55,228495.3148,-0.5532,22.3581,-2.1777,0.4020,-3.9769,4.2433,1123.688,550000
574138.31,918091.67,228520.2904,6.8688,26.7716,0.9274,-0.9109,0.2200,14.5165,1271.69,555000
574767.93,920409.68,228545.2660,7.6611,28.7379,-0.5182,-3.2412,-0.0801,16.6776,1314.036,560000
575248.13,922635.36,228570.2416,6.6989,27.3972,-2.4346,-3.4061,-2.2429,13.3665,1144.35,565000
575507.09,924852.01,228595.2172,2.5403,27.1387,0.5587,-1.7950,1.1564,9.0964,1140.443,570000
575696.28,927054.87,228620.1928,3.6347,26.9067,1.4054,-1.5929,-0.3905,11.6681,1160.33,575000
575893.86,929324.17,228645.1684,3.7669,26.8138,-2.0362,0.9870,-0.1796,12.3734,1074.677,580000
576152.61,931550.56,228670.1439,2.8296,27.5187,0.5921,-1.3577,-0.0449,7.8510,971.182,585000
576385.48,933872.22,228695.1196,4.7502,31.1775,-1.0342,-0.6060,-1.5775,9.5854,1069.504,590000
576991.74,936492.04,228720.0952,14.9098,30.1520,-1.8235,-1.0024,-0.4453,28.6180,1012.293,595000
576638.34,938545.13,228745.0708,-25.8900,8.5366,-1.8001,-11.7184,1.7694,292.2254,924.303,600000
574974.25,937763.88,228770.0464,-10.4855,-21.7905,-0.0411,-4.5408,-0.1424,216.5616,859.289,605000
575067.37,935904.08,228795.0220,8.7907,-23.0465,0.1538,-2.6241,-2.2863,168.6930,968.214,610000
575848.85,933913.72,228819.9977,5.7889,-24.5431,0.8007,0.3096,0.0134,179.2433,933.171,615000
576520.33,932005.73,228844.9733,9.8571,-24.6294,2.1412,-3.6312,-1.6401,169.2729,1058.267,620000
577325.45,929702.09,228869.9489,9.4896,-31.1840,0.8346,-1.7812,-2.3999,172.0243,1164.99,625000
578034.20,926894.98,228894.9245,7.7758,-36.8603,0.2547,-3.3057,-0.1694,171.6822,1109.035,630000
578727.48,924214.34,228919.9001,4.6022,-26.1932,-2.0327,8.5542,4.7071,187.6707,1122.268,635000
577734.07,922712.48,228944.8757,-20.4384,-14.3485,-0.0646,0.2299,-0.5849,238.7956,1073.794,640000
576252.34,921412.30,228969.8513,-14.3588,-18.6356,0.1070,-3.1176,-0.5592,220.5777,1135.165,645000
575229.16,919772.93,228994.8269,-12.7401,-19.1785,0.1834,1.2057,-0.2360,220.4240,1141.077,650000
574137.50,918281.13,229019.8025,-13.8224,-19.0461,0.6908,-2.5716,-0.6107,219.4952,1198.64,655000
573756.37,916510.85,229044.7781,5.8346,-22.7966,1.1935,-11.7155,-0.0190,160.8346,1246.007,660000
574826.61,914949.79,229069.7537,12.1091,-21.9570,0.2366,-1.8845,-1.4644,158.6064,1177.758,665000
576364.09,913140.34,229094.7293,21.9863,-23.7835,0.3397,3.3344,-0.1679,150.8105,1239.381,670000
576090.54,911401.01,229119.7049,-22.9424,-1.3603,-1.8174,19.6632,-2.9315,276.0327,1242.417,675000
575348.40,912917.76,229144.6805,-5.7227,22.3733,3.0927,-0.9805,1.2762,342.6129,1218.822,680000
574610.47,914527.11,229169.6561,-13.6851,18.3262,1.3129,2.3247,0.0011,327.6300,1330.593,685000
573514.20,916308.16,229194.6317,-11.9543,24.2861,-1.2427,1.9200,-1.4033,336.8499,1224.872,690000
573615.29,918247.69,229219.6073,13.5564,21.1618,0.3862,-0.3531,-2.3662,40.0567,1200.83,695000
575042.12,920192.28,229244.5829,17.6488,27.5273,0.3114,-3.5078,-1.8353,31.8159,1303.162,700000
575104.85,922205.76,229269.5585,-25.6410,6.9655,-2.7461,-16.2349,-0.5534,286.9993,1237.715,705000
573990.98,920835.00,229294.5341,-0.8678,-25.0153,-0.1864,-1.9694,0.8301,188.8097,1219.263,710000
573686.91,918883.75,229319.5097,-6.5544,-22.6061,-0.5708,-7.1084,1.2489,202.1939,1261.012,715000
573371.64,917051.33,229344.4853,-4.1564,-24.2622,-0.1182,-2.8131,0.4218,201.1214,1279.548,720000
572422.82,915495.40,229369.4609,-24.0236,1.3055,-1.2314,13.3596,-1.4890,279.6521,1298.359,725000
570732.23,916898.56,229394.4365,-16.2135,27.1574,-1.0468,-1.9111,-1.9334,331.7869,1209.28,730000
568457.77,917797.70,229419.4121,-30.8040,-13.4700,-1.2910,-13.9725,2.5142,253.2445,1048.34,735000
566829.99,917923.50,229444.3877,5.3716,21.1835,-1.1558,12.9567,-3.5118,20.4356,932.842,740000
