1,969116.52,600595.6,428.545,10;42;28 AM
2,969068.07,600658.43,450.316,10;42;33 AM
3,968979.49,600786.45,474.78,10;42;37 AM
4,968852.76,600993.46,497.579,10;42;42 AM
5,968684.17,601256.61,530.13,10;42;47 AM
6,968495.39,601558.66,546.57,10;42;52 AM
7,968306.18,601907.4,557.803,10;42;57 AM
8,968145.39,602311.87,569.186,10;43;02 AM
9,968109.96,602759.09,574.408,10;43;07 AM
10,968281.85,603166.04,579.003,10;43;12 AM
11,968611.39,603441.35,565.844,10;43;17 AM
12,969016.9,603488.67,553.899,10;43;22 AM
13,969385.27,603276.74,538.487,10;43;27 AM
14,969653.57,602919.03,516.779,10;43;32 AM
15,969949.25,602593.37,501.95,10;43;37 AM
16,970307.74,602355.28,483.46,10;43;42 AM
17,970673.52,602186.69,449.794,10;43;47 AM
18,971010.12,602045.49,420.901,10;43;52 AM
19,971321.46,601938.54,396.662,10;43;57 AM
20,971607.27,601926.88,383.962,10;44;02 AM
21,971821.84,601918.65,377.51,10;44;07 AM
22,971948.75,601906.38,367.267,10;44;12 AM
23,972011.82,601909.08,364.748,10;44;17 AM
24,972041.52,601910.22,362.221,10;44;22 AM
25,972053.33,601912.64,359.76,10;44;27 AM
26,972059.61,601912.27,356.687,10;44;32 AM
27,972064.08,601912.44,354.743,10;44;37 AM
28,972064.59,601912.97,354.138,10;44;42 AM
29,972064.6,601912.99,354.141,10;44;47 AM
30,972064.61,601913.0,354.142,10;44;52 AM
31,972064.61,601913.0,354.138,10;44;57 AM
32,972064.61,601913.0,354.163,10;45;02 AM
33,972064.61,601913.0,354.168,10;45;07 AM
34,972064.6,601913.01,354.163,10;45;12 AM
35,972064.6,601913.01,354.175,10;45;17 AM
36,972064.6,601913.01,354.181,10;45;22 AM
37,972064.59,601913.01,354.168,10;45;27 AM
38,972064.59,601913.01,354.17,10;45;32 AM
39,972064.59,601913.0,354.163,10;45;37 AM
40,972064.59,601912.99,354.173,10;45;42 AM
41,972064.58,601913.01,354.156,10;45;47 AM
42,972064.57,601913.04,354.114,10;45;52 AM
43,972064.56,601913.02,354.119,10;45;57 AM
44,972064.58,601913.02,354.124,10;46;02 AM
45,972064.58,601913.03,354.075,10;46;07 AM
46,972064.58,601913.02,354.074,10;46;12 AM
47,972064.58,601913.0,354.08,10;46;17 AM
48,972064.57,601913.02,354.028,10;46;22 AM
49,972064.57,601913.08,353.952,10;46;27 AM
50,972064.57,601913.02,353.969,10;46;32 AM
51,972064.55,601913.03,353.942,10;46;37 AM
52,972064.58,601913.04,353.947,10;46;42 AM
53,972064.58,601913.02,353.979,10;46;47 AM
54,972064.6,601913.03,353.964,10;46;52 AM
55,972064.61,601913.03,353.962,10;46;57 AM
56,972064.62,601913.04,353.988,10;47;02 AM
57,972064.59,601913.03,353.965,10;47;07 AM
58,972064.59,601913.05,353.992,10;47;12 AM
59,972064.6,601913.02,354.032,10;47;17 AM
60,972064.6,601913.04,354.011,10;47;22 AM
61,972064.58,601913.02,354.03,10;47;27 AM
62,972064.56,601913.0,354.021,10;47;32 AM
63,972064.56,601913.01,353.998,10;47;37 AM
64,972064.54,601913.02,353.963,10;47;42 AM
65,972064.54,601913.04,353.926,10;47;47 AM
66,972064.55,601913.05,353.897,10;47;52 AM
67,972064.52,601913.0,353.975,10;47;57 AM
68,972064.52,601912.99,353.995,10;48;02 AM
69,972064.54,601912.99,354.0,10;48;07 AM
70,972064.54,601913.0,354.034,10;48;12 AM
71,972064.54,601913.02,353.993,10;48;17 AM
72,972064.55,601913.04,353.971,10;48;22 AM
73,972064.55,601913.01,353.993,10;48;27 AM
